Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Houston Rockets,120,Cleveland Cavaliers,128,0,113.4,109.6,3.8,61.3,1.56,18.1,30.9,72.2,51.1,16.3,54.8,57.7,97.33,50.1,115.4,109.4,5.9,58.1,1.77,17.1,29.6,74.2,52.1,13.2,53.6,57.6,97.42,52.8
Los Angeles Lakers,108,Indiana Pacers,115,0,107.3,109.4,-2.2,55.7,1.44,16.4,28.7,73.3,50.9,15.4,51.1,55.1,100.29,47.4,103.1,105.0,-1.9,54.7,1.39,16.3,26.0,69.8,48.1,15.6,50.1,53.8,98.05,49.2
Orlando Magic,103,Philadelphia 76ers,101,1,98.2,102.3,-4.1,58.9,1.53,16.1,27.9,73.2,50.1,14.4,46.2,49.7,93.97,47.3,100.4,109.6,-9.2,62.1,1.3,17.2,27.9,71.3,49.9,18.0,50.6,53.5,96.58,45.6
New York Knicks,89,Detroit Pistons,102,0,106.8,109.5,-2.7,55.4,1.66,16.5,31.3,69.9,50.2,13.8,49.6,52.9,96.43,49.1,105.6,104.7,0.9,52.7,1.86,16.1,27.3,73.7,50.2,11.7,48.9,52.3,94.21,49.8
Sacramento Kings,96,Miami Heat,108,0,106.1,109.2,-3.2,56.2,1.49,16.3,27.1,74.0,50.3,14.7,50.0,54.3,95.34,48.3,101.8,103.8,-2.1,54.0,1.53,15.3,28.8,70.5,49.0,13.6,47.3,50.3,93.72,47.5
Memphis Grizzlies,80,Minnesota Timberwolves,116,0,101.6,102.8,-1.2,56.1,1.34,15.3,28.3,74.0,50.2,15.3,46.8,51.6,92.66,48.3,106.8,107.0,-0.2,58.3,1.43,16.4,30.3,72.3,50.3,15.7,49.6,54.4,97.09,48.9
Milwaukee Bucks,117,New Orleans Pelicans,113,1,106.6,104.2,2.4,62.6,1.59,18.3,28.8,73.2,51.6,15.9,51.6,55.2,96.92,51.9,104.1,104.6,-0.5,60.4,1.72,17.4,21.7,72.4,48.0,13.5,50.4,54.6,97.72,50.8
Utah Jazz,106,San Antonio Spurs,91,1,108.7,101.1,7.6,50.1,1.53,15.3,23.4,74.6,50.6,13.0,52.4,56.3,92.13,54.7,108.4,106.6,1.8,61.7,1.76,17.9,25.1,73.3,50.0,13.7,51.6,56.5,93.13,53.1
Golden State Warriors,127,Portland Trail Blazers,104,1,118.5,102.5,16.0,72.1,2.16,22.1,27.4,70.8,50.8,14.6,58.5,61.7,100.6,60.4,110.3,113.7,-3.4,56.3,1.7,16.8,25.9,71.2,48.3,13.4,52.2,56.1,99.14,47.7
Philadelphia 76ers,93,Charlotte Hornets,109,0,100.4,109.6,-9.2,62.1,1.3,17.2,27.9,71.3,49.9,18.0,50.6,53.5,96.58,45.6,107.5,106.1,1.5,63.9,1.96,18.0,24.9,73.1,49.4,12.6,50.6,54.5,96.79,51.5
