Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Washington Wizards,103,Orlando Magic,109,0,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0
Chicago Bulls,82,Philadelphia 76ers,98,0,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8
Toronto Raptors,64,Boston Celtics,100,0,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
Detroit Pistons,96,New Jersey Nets,99,0,103.3,102.2,1.0,53.1,1.32,14.9,36.4,68.9,51.9,15.8,45.9,50.6,92.11,48.7,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6
Oklahoma City Thunder,95,Dallas Mavericks,86,1,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1
Miami Heat,97,Milwaukee Bucks,105,0,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8
Indiana Pacers,109,Minnesota Timberwolves,99,1,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4
Phoenix Suns,120,New Orleans Hornets,103,1,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4
Houston Rockets,91,San Antonio Spurs,99,0,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8
Charlotte Bobcats,68,Portland Trail Blazers,112,0,92.6,111.8,-19.2,61.1,1.31,15.6,26.6,66.2,45.8,16.0,43.1,47.7,90.73,37.5,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8
Los Angeles Clippers,107,Utah Jazz,105,1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7
Memphis Grizzlies,96,Atlanta Hawks,77,1,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5,93.9,102.3,-8.4,62.3,1.49,16.5,26.4,70.0,47.3,15.1,45.2,48.1,90.12,44.6
Chicago Bulls,105,New York Knicks,102,1,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1
New Orleans Hornets,81,San Antonio Spurs,93,0,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8
Portland Trail Blazers,92,Sacramento Kings,95,0,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1
Utah Jazz,101,Golden State Warriors,119,0,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7,107.5,108.3,-0.7,56.1,1.59,16.4,29.3,63.1,46.2,14.2,50.1,54.1,93.06,49.3
Denver Nuggets,112,Los Angeles Clippers,91,1,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2
Cleveland Cavaliers,94,Orlando Magic,102,0,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0
Miami Heat,99,Philadelphia 76ers,79,1,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8
Washington Wizards,89,Toronto Raptors,106,0,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3
Milwaukee Bucks,80,Detroit Pistons,88,0,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8,103.3,102.2,1.0,53.1,1.32,14.9,36.4,68.9,51.9,15.8,45.9,50.6,92.11,48.7
Minnesota Timberwolves,108,New Jersey Nets,105,1,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6
New York Knicks,89,Boston Celtics,91,0,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
Phoenix Suns,81,Houston Rockets,99,0,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2
Memphis Grizzlies,94,Oklahoma City Thunder,101,0,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9
Indiana Pacers,98,Dallas Mavericks,87,1,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1
Los Angeles Lakers,93,Denver Nuggets,89,1,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1
Philadelphia 76ers,98,Atlanta Hawks,87,1,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8,93.9,102.3,-8.4,62.3,1.49,16.5,26.4,70.0,47.3,15.1,45.2,48.1,90.12,44.6
Orlando Magic,85,Indiana Pacers,81,1,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4
Los Angeles Clippers,107,Washington Wizards,81,1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8
Dallas Mavericks,88,Cleveland Cavaliers,91,0,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6
New Orleans Hornets,87,Detroit Pistons,89,0,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4,103.3,102.2,1.0,53.1,1.32,14.9,36.4,68.9,51.9,15.8,45.9,50.6,92.11,48.7
New Jersey Nets,92,New York Knicks,99,0,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1
Houston Rockets,91,Minnesota Timberwolves,100,0,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4
Chicago Bulls,113,Milwaukee Bucks,90,1,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8
Oklahoma City Thunder,96,San Antonio Spurs,107,0,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8
Charlotte Bobcats,89,Phoenix Suns,95,0,92.6,111.8,-19.2,61.1,1.31,15.6,26.6,66.2,45.8,16.0,43.1,47.7,90.73,37.5,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4
Los Angeles Lakers,87,Utah Jazz,96,0,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7
Denver Nuggets,97,Portland Trail Blazers,117,0,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8
Golden State Warriors,106,Sacramento Kings,114,0,107.5,108.3,-0.7,56.1,1.59,16.4,29.3,63.1,46.2,14.2,50.1,54.1,93.06,49.3,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1
Memphis Grizzlies,80,Boston Celtics,98,0,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
Toronto Raptors,89,Miami Heat,95,0,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0
Los Angeles Clippers,107,Orlando Magic,102,1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0
Los Angeles Lakers,90,Philadelphia 76ers,95,0,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8
Toronto Raptors,108,Washington Wizards,111,0,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8
Phoenix Suns,99,Atlanta Hawks,90,1,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4,93.9,102.3,-8.4,62.3,1.49,16.5,26.4,70.0,47.3,15.1,45.2,48.1,90.12,44.6
Chicago Bulls,108,New Jersey Nets,87,1,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6
Utah Jazz,88,New York Knicks,99,0,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1
San Antonio Spurs,89,Memphis Grizzlies,84,1,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5
Sacramento Kings,100,New Orleans Hornets,92,1,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4
Houston Rockets,99,Denver Nuggets,90,1,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1
Oklahoma City Thunder,111,Portland Trail Blazers,107,1,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8
Utah Jazz,99,Indiana Pacers,104,0,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4
Charlotte Bobcats,84,Boston Celtics,94,0,92.6,111.8,-19.2,61.1,1.31,15.6,26.6,66.2,45.8,16.0,43.1,47.7,90.73,37.5,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
Cleveland Cavaliers,91,Miami Heat,107,0,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0
Phoenix Suns,107,Milwaukee Bucks,105,1,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8
Sacramento Kings,84,Minnesota Timberwolves,86,0,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4
Oklahoma City Thunder,119,Golden State Warriors,116,1,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,107.5,108.3,-0.7,56.1,1.59,16.4,29.3,63.1,46.2,14.2,50.1,54.1,93.06,49.3
Los Angeles Clippers,92,Cleveland Cavaliers,99,0,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6
Miami Heat,89,Orlando Magic,102,0,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0
San Antonio Spurs,100,Philadelphia 76ers,90,1,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8
Milwaukee Bucks,105,Toronto Raptors,99,1,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3
New York Knicks,107,Washington Wizards,93,1,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8
Indiana Pacers,87,Atlanta Hawks,97,0,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4,93.9,102.3,-8.4,62.3,1.49,16.5,26.4,70.0,47.3,15.1,45.2,48.1,90.12,44.6
Detroit Pistons,99,New Jersey Nets,92,1,103.3,102.2,1.0,53.1,1.32,14.9,36.4,68.9,51.9,15.8,45.9,50.6,92.11,48.7,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6
Minnesota Timberwolves,80,Memphis Grizzlies,85,0,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5
Chicago Bulls,90,New Orleans Hornets,67,1,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4
Dallas Mavericks,105,Denver Nuggets,95,1,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1
Houston Rockets,103,Portland Trail Blazers,96,1,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8
Los Angeles Lakers,88,Boston Celtics,87,1,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
Golden State Warriors,109,Denver Nuggets,101,1,107.5,108.3,-0.7,56.1,1.59,16.4,29.3,63.1,46.2,14.2,50.1,54.1,93.06,49.3,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1
Houston Rockets,96,Phoenix Suns,89,1,101.9,101.5,0.4,55.1,1.28,15.8,29.0,69.2,48.6,16.7,49.1,52.9,92.7,49.2,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4
Oklahoma City Thunder,101,Sacramento Kings,106,0,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1
Chicago Bulls,95,Charlotte Bobcats,64,1,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,92.6,111.8,-19.2,61.1,1.31,15.6,26.6,66.2,45.8,16.0,43.1,47.7,90.73,37.5
Atlanta Hawks,89,Orlando Magic,87,1,93.9,102.3,-8.4,62.3,1.49,16.5,26.4,70.0,47.3,15.1,45.2,48.1,90.12,44.6,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0
Los Angeles Clippers,78,Philadelphia 76ers,77,1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8
Boston Celtics,74,Toronto Raptors,86,0,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3
Miami Heat,106,Washington Wizards,89,1,110.7,98.0,12.7,53.5,1.45,16.4,29.1,69.4,51.5,15.3,53.2,58.0,93.27,60.0,103.8,111.7,-7.9,48.4,1.17,14.1,33.4,62.8,48.1,16.3,48.4,52.3,94.23,43.8
Milwaukee Bucks,113,Cleveland Cavaliers,112,1,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6
New Jersey Nets,92,Detroit Pistons,109,0,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6,103.3,102.2,1.0,53.1,1.32,14.9,36.4,68.9,51.9,15.8,45.9,50.6,92.11,48.7
Indiana Pacers,92,Memphis Grizzlies,98,0,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4,103.0,100.9,2.0,52.6,1.25,15.1,36.1,70.0,52.8,16.8,46.7,51.1,90.68,51.5
Dallas Mavericks,104,Minnesota Timberwolves,97,1,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4
Portland Trail Blazers,94,New Orleans Hornets,86,1,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8,99.1,105.5,-6.4,63.3,1.4,17.1,32.2,66.7,49.4,17.2,46.0,50.3,89.65,46.4
Los Angeles Lakers,85,New York Knicks,92,0,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1
Oklahoma City Thunder,101,Utah Jazz,87,1,108.8,100.9,7.9,46.7,1.05,13.8,31.8,68.8,51.7,17.5,51.7,56.7,95.18,54.9,102.9,107.2,-4.4,58.9,1.49,17.0,34.0,67.1,50.5,16.0,47.8,51.9,93.07,48.7
Los Angeles Clippers,111,Charlotte Bobcats,86,1,107.0,104.2,2.8,56.5,1.49,16.2,35.2,71.8,53.4,15.3,49.0,52.7,89.38,52.2,92.6,111.8,-19.2,61.1,1.31,15.6,26.6,66.2,45.8,16.0,43.1,47.7,90.73,37.5
Denver Nuggets,113,Indiana Pacers,109,1,105.3,108.0,-2.7,56.8,1.4,16.1,32.3,69.6,50.9,16.0,49.3,53.3,94.59,48.1,105.0,101.0,4.0,49.7,1.32,14.0,33.2,69.7,51.1,14.4,47.1,52.1,92.74,51.4
Philadelphia 76ers,99,Cleveland Cavaliers,84,1,99.1,99.3,-0.1,59.1,2.18,17.2,27.0,69.2,47.7,10.8,45.6,48.7,89.5,50.8,101.0,106.5,-5.6,62.3,1.51,16.1,33.9,66.0,49.7,15.1,45.2,49.5,92.15,46.6
New York Knicks,100,Minnesota Timberwolves,98,1,104.0,99.1,4.8,55.4,1.25,15.7,33.2,69.2,51.0,17.3,49.0,52.9,93.97,54.1,101.0,101.0,0.0,57.2,1.22,15.4,32.5,70.4,51.6,17.3,46.2,51.5,95.67,50.4
San Antonio Spurs,103,New Jersey Nets,89,1,107.3,103.3,4.0,55.6,1.65,16.3,26.3,70.0,48.3,13.2,50.5,54.6,93.44,51.8,103.9,109.5,-5.6,58.0,1.29,15.8,33.2,63.1,48.0,17.0,47.9,52.2,90.36,45.6
Portland Trail Blazers,94,Dallas Mavericks,97,0,106.8,101.4,5.4,60.0,1.58,17.7,29.7,67.8,48.7,15.5,51.1,54.8,91.74,53.8,98.2,96.5,1.7,62.4,1.42,17.0,28.1,68.9,48.6,16.5,46.9,50.6,93.43,51.1
Orlando Magic,99,Milwaukee Bucks,94,1,105.6,100.0,5.6,60.8,1.44,16.8,29.6,69.2,50.1,16.1,51.2,54.2,89.92,53.0,103.4,108.6,-5.2,58.8,1.61,16.0,34.2,65.3,48.7,14.1,44.9,49.6,92.82,45.8
Phoenix Suns,98,Sacramento Kings,84,1,105.2,104.3,1.0,63.7,1.72,18.4,29.1,71.8,50.5,15.0,50.3,53.9,94.04,51.4,105.0,106.2,-1.2,53.2,1.4,14.9,34.5,68.8,50.8,14.8,46.7,51.3,95.24,47.1
Los Angeles Lakers,94,Toronto Raptors,92,1,99.8,99.0,0.8,55.5,1.29,15.5,30.7,74.4,53.2,16.3,47.3,51.3,92.49,51.0,101.7,103.7,-2.0,61.7,1.54,17.5,30.3,72.2,50.7,15.8,48.4,51.9,90.85,49.3
Chicago Bulls,91,Boston Celtics,95,0,106.8,97.3,9.4,64.4,1.74,18.6,34.3,71.8,53.7,15.3,50.1,53.2,91.79,56.4,98.5,98.1,0.4,66.3,1.48,18.4,25.6,67.9,48.4,17.1,48.7,52.6,90.33,52.1
