Team1,Team1Score,Team2,Team2Score
Boston Celtics,99,Cleveland Cavaliers,102
Houston Rockets,122,Golden State Warriors,121
Charlotte Hornets,90,Detroit Pistons,102
Brooklyn Nets,131,Indiana Pacers,140
Miami Heat,109,Orlando Magic,116
Philadelphia 76ers,115,Washington Wizards,120
Milwaukee Bucks,108,Boston Celtics,100
New Orleans Pelicans,91,Memphis Grizzlies,103
Atlanta Hawks,117,Dallas Mavericks,111
Denver Nuggets,96,Utah Jazz,106
Minnesota Timberwolves,99,San Antonio Spurs,107
Portland Trail Blazers,124,Phoenix Suns,76
Houston Rockets,105,Sacramento Kings,100
Chicago Bulls,100,Toronto Raptors,117
New York Knicks,84,Oklahoma City Thunder,105
Los Angeles Clippers,108,Los Angeles Lakers,92
Atlanta Hawks,91,Charlotte Hornets,109
Portland Trail Blazers,114,Indiana Pacers,96
Cleveland Cavaliers,116,Milwaukee Bucks,97
Boston Celtics,102,Philadelphia 76ers,92
Detroit Pistons,111,Washington Wizards,115
Orlando Magic,121,Brooklyn Nets,126
Utah Jazz,97,Minnesota Timberwolves,100
Sacramento Kings,93,Dallas Mavericks,88
Golden State Warriors,128,New Orleans Pelicans,120
Los Angeles Lakers,132,Phoenix Suns,130
Philadelphia 76ers,94,Toronto Raptors,128
San Antonio Spurs,87,Chicago Bulls,77
Orlando Magic,114,Cleveland Cavaliers,93
Dallas Mavericks,91,Houston Rockets,107
Golden State Warriors,101,Memphis Grizzlies,111
Indiana Pacers,108,Miami Heat,112
Detroit Pistons,111,New York Knicks,107
Portland Trail Blazers,110,Milwaukee Bucks,113
Sacramento Kings,79,Denver Nuggets,96
Oklahoma City Thunder,87,Utah Jazz,96
Phoenix Suns,88,Los Angeles Clippers,130
Atlanta Hawks,104,Brooklyn Nets,116
Minnesota Timberwolves,115,Oklahoma City Thunder,113
New Orleans Pelicans,119,Los Angeles Lakers,112
Philadelphia 76ers,97,Detroit Pistons,86
Atlanta Hawks,93,Miami Heat,104
Memphis Grizzlies,98,Houston Rockets,90
Charlotte Hornets,94,Milwaukee Bucks,103
Golden State Warriors,133,Dallas Mavericks,103
Toronto Raptors,97,San Antonio Spurs,101
Washington Wizards,109,Denver Nuggets,104
Sacramento Kings,115,Phoenix Suns,117
Chicago Bulls,112,Cleveland Cavaliers,119
Brooklyn Nets,121,Orlando Magic,125
New York Knicks,89,Boston Celtics,110
Indiana Pacers,130,Minnesota Timberwolves,107
New Orleans Pelicans,93,Portland Trail Blazers,103
Utah Jazz,84,Los Angeles Clippers,102
Denver Nuggets,93,Charlotte Hornets,110
Minnesota Timberwolves,101,Detroit Pistons,122
Houston Rockets,105,Philadelphia 76ers,104
Cleveland Cavaliers,107,Brooklyn Nets,112
San Antonio Spurs,117,Miami Heat,100
Indiana Pacers,96,Oklahoma City Thunder,114
Memphis Grizzlies,94,Dallas Mavericks,103
Utah Jazz,88,Phoenix Suns,97
Toronto Raptors,112,Golden State Warriors,117
Washington Wizards,99,Los Angeles Lakers,102
Atlanta Hawks,86,Chicago Bulls,91
Dallas Mavericks,91,Memphis Grizzlies,96
Boston Celtics,96,Milwaukee Bucks,89
Los Angeles Clippers,104,Portland Trail Blazers,103
New Orleans Pelicans,114,Sacramento Kings,106
Houston Rockets,109,Charlotte Hornets,93
San Antonio Spurs,87,Orlando Magic,114
Denver Nuggets,105,Atlanta Hawks,100
Brooklyn Nets,86,New York Knicks,107
Oklahoma City Thunder,116,Minnesota Timberwolves,119
Washington Wizards,117,Golden State Warriors,120
Toronto Raptors,101,Los Angeles Lakers,92
Cleveland Cavaliers,101,New Orleans Pelicans,123
Oklahoma City Thunder,101,Chicago Bulls,69
Houston Rockets,89,Memphis Grizzlies,103
Boston Celtics,96,Miami Heat,90
Philadelphia 76ers,112,Dallas Mavericks,110
Los Angeles Lakers,81,Utah Jazz,96
Phoenix Suns,107,Portland Trail Blazers,114
Detroit Pistons,95,Los Angeles Clippers,87
Milwaukee Bucks,117,Atlanta Hawks,106
San Antonio Spurs,94,Indiana Pacers,97
Denver Nuggets,124,Brooklyn Nets,111
Orlando Magic,113,Charlotte Hornets,120
Washington Wizards,110,Sacramento Kings,83
New York Knicks,114,Cleveland Cavaliers,95
Detroit Pistons,115,Golden State Warriors,107
San Antonio Spurs,94,Boston Celtics,108
Minnesota Timberwolves,125,Miami Heat,122
Denver Nuggets,110,New York Knicks,116
Philadelphia 76ers,115,Houston Rockets,107
Charlotte Hornets,104,Memphis Grizzlies,99
Orlando Magic,115,New Orleans Pelicans,99
Dallas Mavericks,89,Utah Jazz,104
Toronto Raptors,99,Portland Trail Blazers,85
Golden State Warriors,141,Los Angeles Clippers,113
Sacramento Kings,83,Indiana Pacers,101
Phoenix Suns,122,Brooklyn Nets,114
Oklahoma City Thunder,110,Milwaukee Bucks,91
Detroit Pistons,93,Los Angeles Lakers,113
