Team1,Team1Score,Team2,Team2Score
Orlando Magic,95,Brooklyn Nets,98
Milwaukee Bucks,127,Toronto Raptors,131
Portland Trail Blazers,124,Chicago Bulls,120
Los Angeles Lakers,96,Minnesota Timberwolves,114
Portland Trail Blazers,110,Cleveland Cavaliers,127
San Antonio Spurs,100,New York Knicks,91
Atlanta Hawks,103,Phoenix Suns,104
Charlotte Hornets,131,Sacramento Kings,111
Memphis Grizzlies,105,Los Angeles Clippers,113
Houston Rockets,116,Orlando Magic,98
San Antonio Spurs,106,Philadelphia 76ers,112
New York Knicks,103,Washington Wizards,121
Minnesota Timberwolves,97,Brooklyn Nets,98
Detroit Pistons,104,Miami Heat,111
Cleveland Cavaliers,88,Boston Celtics,102
Toronto Raptors,124,Chicago Bulls,115
Indiana Pacers,101,Milwaukee Bucks,122
Golden State Warriors,125,Dallas Mavericks,122
Phoenix Suns,111,Denver Nuggets,134
New Orleans Pelicans,108,Utah Jazz,98
Oklahoma City Thunder,133,Los Angeles Lakers,96
Golden State Warriors,124,Houston Rockets,114
Oklahoma City Thunder,127,Los Angeles Clippers,117
Minnesota Timberwolves,84,Boston Celtics,91
Detroit Pistons,78,Philadelphia 76ers,114
New York Knicks,103,Miami Heat,107
Toronto Raptors,129,Milwaukee Bucks,110
Chicago Bulls,127,Dallas Mavericks,124
Phoenix Suns,89,San Antonio Spurs,103
Utah Jazz,91,Denver Nuggets,99
Washington Wizards,102,Memphis Grizzlies,100
Atlanta Hawks,89,Portland Trail Blazers,110
Charlotte Hornets,108,Los Angeles Lakers,94
Golden State Warriors,121,Los Angeles Clippers,105
Boston Celtics,87,Brooklyn Nets,85
Houston Rockets,101,Detroit Pistons,108
Chicago Bulls,86,Indiana Pacers,125
Cleveland Cavaliers,131,Orlando Magic,127
Milwaukee Bucks,110,Washington Wizards,103
New Orleans Pelicans,98,Minnesota Timberwolves,116
Denver Nuggets,98,Sacramento Kings,106
Utah Jazz,102,Miami Heat,103
New York Knicks,100,Dallas Mavericks,96
Oklahoma City Thunder,100,Phoenix Suns,114
San Antonio Spurs,110,Portland Trail Blazers,111
Atlanta Hawks,113,Los Angeles Lakers,132
Milwaukee Bucks,96,Indiana Pacers,109
Toronto Raptors,114,Brooklyn Nets,113
Houston Rockets,116,Chicago Bulls,107
Cleveland Cavaliers,99,Minnesota Timberwolves,127
Detroit Pistons,109,New Orleans Pelicans,112
San Antonio Spurs,107,Sacramento Kings,100
Denver Nuggets,114,Golden State Warriors,124
Atlanta Hawks,107,Los Angeles Clippers,108
Miami Heat,90,Toronto Raptors,89
Portland Trail Blazers,117,Oklahoma City Thunder,106
Orlando Magic,99,Dallas Mavericks,114
Sacramento Kings,86,Los Angeles Lakers,99
Dallas Mavericks,115,Charlotte Hornets,111
Miami Heat,114,Indiana Pacers,106
Utah Jazz,107,Washington Wizards,104
Detroit Pistons,114,Brooklyn Nets,80
Chicago Bulls,122,New York Knicks,119
Portland Trail Blazers,112,Houston Rockets,121
New Orleans Pelicans,102,Memphis Grizzlies,105
Orlando Magic,103,Milwaukee Bucks,110
Oklahoma City Thunder,88,Minnesota Timberwolves,104
Atlanta Hawks,110,Denver Nuggets,97
Los Angeles Clippers,125,Golden State Warriors,106
Boston Celtics,114,Philadelphia 76ers,103
Cleveland Cavaliers,99,Toronto Raptors,133
Los Angeles Clippers,121,Sacramento Kings,115
San Antonio Spurs,81,Los Angeles Lakers,93
Utah Jazz,88,Charlotte Hornets,99
Cleveland Cavaliers,95,Indiana Pacers,97
Orlando Magic,119,Washington Wizards,125
Brooklyn Nets,110,Atlanta Hawks,105
Golden State Warriors,108,Milwaukee Bucks,94
New York Knicks,108,Minnesota Timberwolves,118
Portland Trail Blazers,113,New Orleans Pelicans,119
Memphis Grizzlies,78,Denver Nuggets,87
Houston Rockets,112,Phoenix Suns,95
Los Angeles Lakers,107,Dallas Mavericks,101
Sacramento Kings,105,Los Angeles Clippers,126
Oklahoma City Thunder,101,Charlotte Hornets,91
Brooklyn Nets,113,Washington Wizards,119
Golden State Warriors,127,Toronto Raptors,125
Detroit Pistons,105,Chicago Bulls,107
Denver Nuggets,80,San Antonio Spurs,112
Milwaukee Bucks,79,Miami Heat,97
New Orleans Pelicans,123,New York Knicks,118
Indiana Pacers,120,Phoenix Suns,97
Portland Trail Blazers,103,Minnesota Timberwolves,120
Charlotte Hornets,118,Detroit Pistons,107
Toronto Raptors,111,Philadelphia 76ers,117
Milwaukee Bucks,104,Washington Wizards,95
San Antonio Spurs,99,Atlanta Hawks,102
New York Knicks,119,Brooklyn Nets,104
Miami Heat,111,Chicago Bulls,119
Los Angeles Lakers,114,Memphis Grizzlies,123
Golden State Warriors,118,Cleveland Cavaliers,108
Sacramento Kings,88,Oklahoma City Thunder,95
Indiana Pacers,109,Utah Jazz,94
Houston Rockets,102,Los Angeles Clippers,113
Minnesota Timberwolves,102,Orlando Magic,108
New Orleans Pelicans,116,Boston Celtics,113
Dallas Mavericks,102,Denver Nuggets,105
Phoenix Suns,111,Portland Trail Blazers,118
Washington Wizards,109,Charlotte Hornets,133
New Orleans Pelicans,93,Atlanta Hawks,94
San Antonio Spurs,100,Brooklyn Nets,95
Detroit Pistons,91,Toronto Raptors,96
Golden State Warriors,119,Chicago Bulls,112
New York Knicks,99,Memphis Grizzlies,105
Miami Heat,106,Milwaukee Bucks,101
Los Angeles Lakers,90,Oklahoma City Thunder,114
Utah Jazz,120,Sacramento Kings,105
Denver Nuggets,104,Los Angeles Clippers,109
Philadelphia 76ers,89,Boston Celtics,80
Orlando Magic,103,Cleveland Cavaliers,104
Minnesota Timberwolves,98,Houston Rockets,116
Indiana Pacers,86,Portland Trail Blazers,100
San Antonio Spurs,83,Toronto Raptors,86
Miami Heat,95,Brooklyn Nets,101
Washington Wizards,122,Detroit Pistons,112
Sacramento Kings,88,Memphis Grizzlies,106
Phoenix Suns,108,Denver Nuggets,100
Indiana Pacers,86,Los Angeles Lakers,99
New York Knicks,117,Utah Jazz,115
Oklahoma City Thunder,148,Cleveland Cavaliers,124
Chicago Bulls,113,Atlanta Hawks,97
Miami Heat,106,Charlotte Hornets,105
Memphis Grizzlies,104,New Orleans Pelicans,111
Milwaukee Bucks,94,Philadelphia 76ers,116
Golden State Warriors,108,Houston Rockets,116
Toronto Raptors,109,Minnesota Timberwolves,115
Los Angeles Clippers,113,Utah Jazz,125
Dallas Mavericks,108,Portland Trail Blazers,117
Orlando Magic,103,Boston Celtics,95
New York Knicks,107,Los Angeles Lakers,127
Brooklyn Nets,101,Detroit Pistons,100
Indiana Pacers,94,San Antonio Spurs,86
Sacramento Kings,107,Charlotte Hornets,112
Utah Jazz,90,Atlanta Hawks,104
Miami Heat,90,Houston Rockets,99
Philadelphia 76ers,101,Memphis Grizzlies,105
Phoenix Suns,105,Milwaukee Bucks,109
Chicago Bulls,128,New Orleans Pelicans,132
Washington Wizards,75,Dallas Mavericks,98
Portland Trail Blazers,101,Denver Nuggets,104
Minnesota Timberwolves,126,Los Angeles Clippers,118
Sacramento Kings,105,Orlando Magic,99
Brooklyn Nets,108,Oklahoma City Thunder,109
Cleveland Cavaliers,102,San Antonio Spurs,114
New York Knicks,112,Golden State Warriors,123
Boston Celtics,107,Los Angeles Lakers,108
New Orleans Pelicans,101,Charlotte Hornets,96
Utah Jazz,98,Detroit Pistons,95
Phoenix Suns,101,Indiana Pacers,116
Chicago Bulls,101,Philadelphia 76ers,115
Toronto Raptors,108,Atlanta Hawks,93
Houston Rockets,104,Dallas Mavericks,97
San Antonio Spurs,108,Memphis Grizzlies,85
Minnesota Timberwolves,114,Portland Trail Blazers,123
Boston Celtics,113,Los Angeles Clippers,102
Sacramento Kings,89,Miami Heat,88
Washington Wizards,112,Oklahoma City Thunder,121
New York Knicks,118,Denver Nuggets,130
Minnesota Timberwolves,113,Golden State Warriors,126
Atlanta Hawks,110,Charlotte Hornets,121
Indiana Pacers,108,Cleveland Cavaliers,115
Utah Jazz,97,Toronto Raptors,93
Los Angeles Lakers,108,Chicago Bulls,103
Los Angeles Clippers,109,Memphis Grizzlies,100
Brooklyn Nets,91,Milwaukee Bucks,116
Houston Rockets,113,New Orleans Pelicans,115
Portland Trail Blazers,107,Dallas Mavericks,93
Philadelphia 76ers,97,San Antonio Spurs,78
New York Knicks,107,Phoenix Suns,85
Oklahoma City Thunder,121,Detroit Pistons,108
Orlando Magic,112,Indiana Pacers,114
Washington Wizards,129,Atlanta Hawks,104
Charlotte Hornets,91,Miami Heat,95
Boston Celtics,105,Golden State Warriors,109
Dallas Mavericks,89,Denver Nuggets,91
Brooklyn Nets,97,Minnesota Timberwolves,111
Milwaukee Bucks,110,Chicago Bulls,96
Phoenix Suns,102,Houston Rockets,113
Los Angeles Clippers,112,New Orleans Pelicans,103
Detroit Pistons,104,Cleveland Cavaliers,121
Philadelphia 76ers,112,Oklahoma City Thunder,122
Los Angeles Lakers,111,Toronto Raptors,123
Sacramento Kings,98,San Antonio Spurs,113
Charlotte Hornets,96,Indiana Pacers,105
Minnesota Timberwolves,100,Atlanta Hawks,105
Phoenix Suns,109,Memphis Grizzlies,120
Philadelphia 76ers,95,Milwaukee Bucks,107
Miami Heat,95,Dallas Mavericks,88
Boston Celtics,111,Denver Nuggets,110
Oklahoma City Thunder,96,Washington Wizards,102
Brooklyn Nets,95,New York Knicks,111
Minnesota Timberwolves,104,Toronto Raptors,109
Cleveland Cavaliers,114,Detroit Pistons,125
Orlando Magic,107,Houston Rockets,114
Sacramento Kings,114,New Orleans Pelicans,103
Denver Nuggets,104,San Antonio Spurs,106
Golden State Warriors,99,Utah Jazz,129
Portland Trail Blazers,104,Los Angeles Clippers,96
Memphis Grizzlies,101,Indiana Pacers,105
Los Angeles Lakers,105,Orlando Magic,127
Charlotte Hornets,123,Atlanta Hawks,110
Philadelphia 76ers,108,Brooklyn Nets,116
Miami Heat,89,Cleveland Cavaliers,91
New York Knicks,73,Boston Celtics,103
Chicago Bulls,108,Portland Trail Blazers,124
Dallas Mavericks,88,Phoenix Suns,102
