Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,127,Los Angeles Clippers,114
Miami Heat,109,Indiana Pacers,100
Oklahoma City Thunder,98,Houston Rockets,111
Orlando Magic,96,Milwaukee Bucks,111
Portland Trail Blazers,88,Los Angeles Lakers,111
Toronto Raptors,117,Brooklyn Nets,92
Denver Nuggets,87,Utah Jazz,124
Boston Celtics,102,Philadelphia 76ers,94
Los Angeles Clippers,130,Dallas Mavericks,122
Milwaukee Bucks,121,Orlando Magic,107
Indiana Pacers,115,Miami Heat,124
Houston Rockets,107,Oklahoma City Thunder,119
Los Angeles Lakers,116,Portland Trail Blazers,108
Boston Celtics,110,Philadelphia 76ers,106
Los Angeles Clippers,133,Dallas Mavericks,135
Toronto Raptors,150,Brooklyn Nets,122
Denver Nuggets,127,Utah Jazz,129
Milwaukee Bucks,121,Orlando Magic,106
Houston Rockets,114,Oklahoma City Thunder,117
Indiana Pacers,87,Miami Heat,99
Los Angeles Lakers,135,Portland Trail Blazers,115
Utah Jazz,107,Denver Nuggets,117
Dallas Mavericks,111,Los Angeles Clippers,154
Orlando Magic,104,Milwaukee Bucks,118
Oklahoma City Thunder,80,Houston Rockets,114
Portland Trail Blazers,122,Los Angeles Lakers,131
Boston Celtics,112,Toronto Raptors,94
Los Angeles Clippers,111,Dallas Mavericks,97
Denver Nuggets,119,Utah Jazz,107
Miami Heat,115,Milwaukee Bucks,104
Houston Rockets,100,Oklahoma City Thunder,104
