Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Philadelphia 76ers,119,Charlotte Hornets,102,1,116.5,102.2,14.3,68.2,2.52,21.7,27.9,77.4,54.0,12.4,57.4,59.3,103.64,60.3,116.4,108.6,7.8,61.4,1.72,18.4,24.8,75.3,51.5,14.6,56.3,60.7,101.7,53.2
Washington Wizards,94,Chicago Bulls,113,0,103.4,109.9,-6.5,66.2,1.65,18.8,24.3,77.3,49.6,15.6,51.3,54.5,99.42,46.5,104.2,112.3,-8.1,60.0,1.55,17.8,23.9,79.8,49.7,15.5,52.5,54.5,100.17,43.4
Houston Rockets,83,San Antonio Spurs,100,0,102.4,104.9,-2.5,51.7,1.19,14.4,22.6,75.9,49.1,15.7,51.4,54.8,95.67,47.0,109.9,109.0,0.9,54.0,2.02,16.5,25.6,71.9,47.8,11.1,49.8,53.9,94.61,51.1
Orlando Magic,88,Atlanta Hawks,94,0,99.9,104.7,-4.9,65.4,2.0,18.2,24.0,73.5,48.2,12.5,47.6,50.5,96.93,48.1,101.8,105.9,-4.1,64.8,1.66,18.5,23.5,75.3,49.8,15.3,51.1,53.3,99.0,47.4
Detroit Pistons,108,Brooklyn Nets,96,1,113.1,109.0,4.1,61.7,2.11,18.6,24.3,75.3,49.6,12.1,54.2,57.0,96.25,50.4,106.3,108.0,-1.7,71.2,1.7,20.3,18.1,73.6,46.5,16.3,56.4,58.4,100.83,49.8
Dallas Mavericks,87,Cleveland Cavaliers,98,0,102.6,111.3,-8.8,59.1,2.06,17.0,23.7,74.6,47.0,11.2,49.0,51.2,96.49,42.4,114.3,110.4,3.9,56.1,1.64,16.6,26.1,75.1,50.9,13.6,54.7,58.8,99.33,51.1
Oklahoma City Thunder,109,New Orleans Pelicans,104,1,113.4,104.7,8.7,57.2,1.61,15.8,31.7,79.1,53.6,13.6,50.6,55.6,101.7,51.8,114.1,100.5,13.7,70.3,2.16,21.8,23.9,69.8,49.1,14.3,57.2,60.0,103.67,60.2
Utah Jazz,121,Minnesota Timberwolves,97,1,115.1,98.0,17.1,63.7,1.81,19.5,29.9,75.8,54.1,15.3,57.0,59.4,98.5,60.2,109.0,107.5,1.6,57.4,2.21,17.1,31.5,68.9,49.3,10.9,48.8,52.7,94.82,52.2
Milwaukee Bucks,125,Denver Nuggets,128,0,106.9,108.8,-1.9,61.2,1.94,18.1,26.6,72.6,49.4,12.9,50.2,54.3,100.34,48.5,112.2,107.5,4.7,64.7,1.97,18.5,31.0,71.0,51.7,13.4,51.8,55.8,95.11,54.4
Phoenix Suns,107,Golden State Warriors,117,0,106.0,108.5,-2.5,61.5,1.66,18.0,24.2,73.8,50.3,14.8,52.3,55.5,100.5,49.8,107.4,113.0,-5.6,63.1,1.81,19.4,20.1,71.1,46.4,14.5,54.4,57.6,100.92,48.1
Memphis Grizzlies,98,Portland Trail Blazers,113,0,107.1,118.5,-11.4,56.8,1.41,16.9,30.1,66.8,47.7,16.4,51.6,55.1,98.25,44.1,103.6,103.6,0.0,51.5,1.4,15.2,26.7,77.2,51.6,14.6,49.1,52.7,97.42,48.4
Sacramento Kings,84,Los Angeles Lakers,83,1,98.7,98.9,-0.2,54.7,1.66,15.6,28.6,73.4,50.4,12.9,46.5,48.7,91.8,49.5,103.9,106.4,-2.6,59.8,1.37,16.6,25.6,71.7,50.0,16.4,50.9,54.9,98.04,48.9
Toronto Raptors,106,Cleveland Cavaliers,112,0,106.9,100.2,6.7,64.1,1.83,19.2,26.8,78.2,53.3,14.8,52.9,55.1,95.02,54.1,114.3,110.4,3.9,56.1,1.64,16.6,26.1,75.1,50.9,13.6,54.7,58.8,99.33,51.1
Brooklyn Nets,95,Philadelphia 76ers,121,0,106.3,108.0,-1.7,71.2,1.7,20.3,18.1,73.6,46.5,16.3,56.4,58.4,100.83,49.8,116.5,102.2,14.3,68.2,2.52,21.7,27.9,77.4,54.0,12.4,57.4,59.3,103.64,60.3
Atlanta Hawks,98,Miami Heat,101,0,101.8,105.9,-4.1,64.8,1.66,18.5,23.5,75.3,49.8,15.3,51.1,53.3,99.0,47.4,104.4,105.4,-1.0,54.9,1.81,16.4,26.2,75.7,50.7,12.4,48.9,51.9,98.35,49.6
Orlando Magic,97,New York Knicks,73,1,99.9,104.7,-4.9,65.4,2.0,18.2,24.0,73.5,48.2,12.5,47.6,50.5,96.93,48.1,106.8,109.5,-2.7,66.3,2.13,20.1,24.6,68.4,47.3,13.3,52.5,54.6,96.8,48.5
Charlotte Hornets,114,Chicago Bulls,120,0,116.4,108.6,7.8,61.4,1.72,18.4,24.8,75.3,51.5,14.6,56.3,60.7,101.7,53.2,104.2,112.3,-8.1,60.0,1.55,17.8,23.9,79.8,49.7,15.5,52.5,54.5,100.17,43.4
Washington Wizards,104,Houston Rockets,120,0,103.4,109.9,-6.5,66.2,1.65,18.8,24.3,77.3,49.6,15.6,51.3,54.5,99.42,46.5,102.4,104.9,-2.5,51.7,1.19,14.4,22.6,75.9,49.1,15.7,51.4,54.8,95.67,47.0
Boston Celtics,102,Milwaukee Bucks,106,0,102.9,106.4,-3.6,61.6,1.48,17.4,27.2,75.2,50.7,16.1,50.2,53.7,98.42,49.1,106.9,108.8,-1.9,61.2,1.94,18.1,26.6,72.6,49.4,12.9,50.2,54.3,100.34,48.5
Golden State Warriors,111,Oklahoma City Thunder,107,1,107.4,113.0,-5.6,63.1,1.81,19.4,20.1,71.1,46.4,14.5,54.4,57.6,100.92,48.1,113.4,104.7,8.7,57.2,1.61,15.8,31.7,79.1,53.6,13.6,50.6,55.6,101.7,51.8
Portland Trail Blazers,109,Dallas Mavericks,115,0,103.6,103.6,0.0,51.5,1.4,15.2,26.7,77.2,51.6,14.6,49.1,52.7,97.42,48.4,102.6,111.3,-8.8,59.1,2.06,17.0,23.7,74.6,47.0,11.2,49.0,51.2,96.49,42.4
Indiana Pacers,104,Denver Nuggets,107,0,107.0,109.7,-2.7,57.4,1.96,17.6,27.1,70.9,48.3,12.4,51.4,53.8,98.08,47.1,112.2,107.5,4.7,64.7,1.97,18.5,31.0,71.0,51.7,13.4,51.8,55.8,95.11,54.4
Los Angeles Lakers,110,Utah Jazz,117,0,103.9,106.4,-2.6,59.8,1.37,16.6,25.6,71.7,50.0,16.4,50.9,54.9,98.04,48.9,115.1,98.0,17.1,63.7,1.81,19.5,29.9,75.8,54.1,15.3,57.0,59.4,98.5,60.2
Sacramento Kings,94,Phoenix Suns,97,0,98.7,98.9,-0.2,54.7,1.66,15.6,28.6,73.4,50.4,12.9,46.5,48.7,91.8,49.5,106.0,108.5,-2.5,61.5,1.66,18.0,24.2,73.8,50.3,14.8,52.3,55.5,100.5,49.8
Philadelphia 76ers,115,Detroit Pistons,108,1,116.5,102.2,14.3,68.2,2.52,21.7,27.9,77.4,54.0,12.4,57.4,59.3,103.64,60.3,113.1,109.0,4.1,61.7,2.11,18.6,24.3,75.3,49.6,12.1,54.2,57.0,96.25,50.4
Dallas Mavericks,100,Orlando Magic,105,0,102.6,111.3,-8.8,59.1,2.06,17.0,23.7,74.6,47.0,11.2,49.0,51.2,96.49,42.4,99.9,104.7,-4.9,65.4,2.0,18.2,24.0,73.5,48.2,12.5,47.6,50.5,96.93,48.1
Miami Heat,115,Atlanta Hawks,86,1,104.4,105.4,-1.0,54.9,1.81,16.4,26.2,75.7,50.7,12.4,48.9,51.9,98.35,49.6,101.8,105.9,-4.1,64.8,1.66,18.5,23.5,75.3,49.8,15.3,51.1,53.3,99.0,47.4
Memphis Grizzlies,95,New Orleans Pelicans,123,0,107.1,118.5,-11.4,56.8,1.41,16.9,30.1,66.8,47.7,16.4,51.6,55.1,98.25,44.1,114.1,100.5,13.7,70.3,2.16,21.8,23.9,69.8,49.1,14.3,57.2,60.0,103.67,60.2
Boston Celtics,78,Toronto Raptors,96,0,102.9,106.4,-3.6,61.6,1.48,17.4,27.2,75.2,50.7,16.1,50.2,53.7,98.42,49.1,106.9,100.2,6.7,64.1,1.83,19.2,26.8,78.2,53.3,14.8,52.9,55.1,95.02,54.1
San Antonio Spurs,112,Los Angeles Lakers,122,0,109.9,109.0,0.9,54.0,2.02,16.5,25.6,71.9,47.8,11.1,49.8,53.9,94.61,51.1,103.9,106.4,-2.6,59.8,1.37,16.6,25.6,71.7,50.0,16.4,50.9,54.9,98.04,48.9
Golden State Warriors,106,Indiana Pacers,126,0,107.4,113.0,-5.6,63.1,1.81,19.4,20.1,71.1,46.4,14.5,54.4,57.6,100.92,48.1,107.0,109.7,-2.7,57.4,1.96,17.6,27.1,70.9,48.3,12.4,51.4,53.8,98.08,47.1
Washington Wizards,115,Cleveland Cavaliers,119,0,103.4,109.9,-6.5,66.2,1.65,18.8,24.3,77.3,49.6,15.6,51.3,54.5,99.42,46.5,114.3,110.4,3.9,56.1,1.64,16.6,26.1,75.1,50.9,13.6,54.7,58.8,99.33,51.1
Portland Trail Blazers,94,Houston Rockets,96,0,103.6,103.6,0.0,51.5,1.4,15.2,26.7,77.2,51.6,14.6,49.1,52.7,97.42,48.4,102.4,104.9,-2.5,51.7,1.19,14.4,22.6,75.9,49.1,15.7,51.4,54.8,95.67,47.0
Brooklyn Nets,119,Milwaukee Bucks,111,1,106.3,108.0,-1.7,71.2,1.7,20.3,18.1,73.6,46.5,16.3,56.4,58.4,100.83,49.8,106.9,108.8,-1.9,61.2,1.94,18.1,26.6,72.6,49.4,12.9,50.2,54.3,100.34,48.5
Minnesota Timberwolves,96,Denver Nuggets,100,0,109.0,107.5,1.6,57.4,2.21,17.1,31.5,68.9,49.3,10.9,48.8,52.7,94.82,52.2,112.2,107.5,4.7,64.7,1.97,18.5,31.0,71.0,51.7,13.4,51.8,55.8,95.11,54.4
Dallas Mavericks,106,Detroit Pistons,113,0,102.6,111.3,-8.8,59.1,2.06,17.0,23.7,74.6,47.0,11.2,49.0,51.2,96.49,42.4,113.1,109.0,4.1,61.7,2.11,18.6,24.3,75.3,49.6,12.1,54.2,57.0,96.25,50.4
Charlotte Hornets,137,Orlando Magic,100,1,116.4,108.6,7.8,61.4,1.72,18.4,24.8,75.3,51.5,14.6,56.3,60.7,101.7,53.2,99.9,104.7,-4.9,65.4,2.0,18.2,24.0,73.5,48.2,12.5,47.6,50.5,96.93,48.1
Cleveland Cavaliers,130,Philadelphia 76ers,132,0,114.3,110.4,3.9,56.1,1.64,16.6,26.1,75.1,50.9,13.6,54.7,58.8,99.33,51.1,116.5,102.2,14.3,68.2,2.52,21.7,27.9,77.4,54.0,12.4,57.4,59.3,103.64,60.3
Atlanta Hawks,103,Washington Wizards,97,1,101.8,105.9,-4.1,64.8,1.66,18.5,23.5,75.3,49.8,15.3,51.1,53.3,99.0,47.4,103.4,109.9,-6.5,66.2,1.65,18.8,24.3,77.3,49.6,15.6,51.3,54.5,99.42,46.5
Chicago Bulls,104,Boston Celtics,111,0,104.2,112.3,-8.1,60.0,1.55,17.8,23.9,79.8,49.7,15.5,52.5,54.5,100.17,43.4,102.9,106.4,-3.6,61.6,1.48,17.4,27.2,75.2,50.7,16.1,50.2,53.7,98.42,49.1
Miami Heat,98,New York Knicks,122,0,104.4,105.4,-1.0,54.9,1.81,16.4,26.2,75.7,50.7,12.4,48.9,51.9,98.35,49.6,106.8,109.5,-2.7,66.3,2.13,20.1,24.6,68.4,47.3,13.3,52.5,54.6,96.8,48.5
Indiana Pacers,73,Toronto Raptors,92,0,107.0,109.7,-2.7,57.4,1.96,17.6,27.1,70.9,48.3,12.4,51.4,53.8,98.08,47.1,106.9,100.2,6.7,64.1,1.83,19.2,26.8,78.2,53.3,14.8,52.9,55.1,95.02,54.1
