Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Miami Heat,80,Boston Celtics,88,0,103.6,90.0,13.6,58.9,1.43,15.9,26.0,69.0,49.1,14.7,49.5,54.6,90.0,61.2,98.6,97.9,0.7,74.5,1.44,20.4,29.5,76.4,54.3,20.1,50.9,53.8,94.33,53.1
Phoenix Suns,92,Portland Trail Blazers,106,0,110.0,111.7,-1.7,47.9,1.27,15.0,29.2,61.7,46.4,15.7,53.0,56.1,93.5,47.6,110.1,99.3,10.9,60.3,1.59,17.4,39.7,66.7,53.2,15.9,49.8,53.0,92.17,58.6
Houston Rockets,110,Los Angeles Lakers,112,0,109.2,114.3,-5.1,58.6,1.39,16.2,34.0,66.5,50.6,16.1,47.7,54.7,101.83,48.4,112.1,101.0,11.1,53.6,1.56,16.0,36.0,67.3,51.6,14.5,49.6,53.7,98.83,55.0
Boston Celtics,87,Cleveland Cavaliers,95,0,98.6,97.9,0.7,74.5,1.44,20.4,29.5,76.4,54.3,20.1,50.9,53.8,94.33,53.1,100.7,106.1,-5.4,57.0,1.3,16.1,29.5,68.3,47.1,16.9,48.0,51.6,92.67,43.2
New York Knicks,98,Toronto Raptors,93,1,100.0,101.0,-1.0,46.4,1.21,13.4,27.3,67.5,47.0,14.6,47.3,50.5,98.17,47.2,100.5,93.2,7.3,58.7,1.42,16.2,37.3,73.1,55.3,16.1,45.2,49.9,96.25,58.8
Miami Heat,97,Philadelphia 76ers,87,1,103.6,90.0,13.6,58.9,1.43,15.9,26.0,69.0,49.1,14.7,49.5,54.6,90.0,61.2,96.8,105.3,-8.4,57.0,1.3,15.8,28.5,69.2,47.5,16.6,46.4,49.6,94.67,44.3
Detroit Pistons,98,New Jersey Nets,101,0,103.2,108.1,-4.9,47.2,1.21,13.3,32.5,63.2,47.6,14.8,47.4,51.0,94.67,43.9,104.0,107.6,-3.5,50.5,0.94,13.7,34.6,72.8,54.4,19.7,48.0,53.5,92.0,44.8
Chicago Bulls,95,Oklahoma City Thunder,106,0,97.5,99.5,-2.0,49.4,1.23,13.8,36.6,71.4,53.5,15.4,45.0,48.4,99.75,49.2,104.7,107.4,-2.7,44.3,1.13,11.3,30.5,66.2,48.3,12.8,42.2,52.0,98.83,50.1
Milwaukee Bucks,91,New Orleans Hornets,95,0,97.2,98.6,-1.4,53.1,1.16,13.9,25.2,73.8,49.0,15.6,45.5,50.7,94.17,47.1,104.2,97.5,6.7,59.5,1.65,17.7,19.4,75.9,48.9,14.1,51.1,55.7,94.33,56.2
Sacramento Kings,117,Minnesota Timberwolves,116,1,110.2,110.9,-0.7,59.3,1.75,17.2,31.0,68.5,48.1,13.6,49.8,54.4,98.0,49.7,96.2,99.7,-3.5,47.2,0.82,11.8,37.5,75.0,56.0,19.5,43.8,49.0,104.17,45.3
