Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Memphis Grizzlies,109,Atlanta Hawks,112,0,104.8,103.3,1.6,53.1,1.41,15.6,32.4,69.2,50.2,15.2,47.8,52.3,93.01,50.0,102.7,101.4,1.3,64.6,1.65,18.5,25.4,72.4,49.4,15.4,49.8,53.5,90.56,51.3
Oklahoma City Thunder,123,New Jersey Nets,120,1,110.0,104.3,5.7,56.7,1.56,16.4,29.0,71.0,50.0,14.2,49.8,55.9,94.28,54.1,96.0,104.8,-8.8,51.3,1.09,13.7,28.6,72.1,50.0,16.5,44.4,50.0,92.37,43.0
Washington Wizards,108,Toronto Raptors,127,0,99.4,104.8,-5.5,54.3,1.22,14.8,31.5,66.4,48.1,16.4,45.7,50.5,95.17,44.5,107.1,112.1,-5.0,55.9,1.4,17.1,31.5,69.5,50.0,16.9,51.9,54.9,96.13,46.0
Portland Trail Blazers,95,Boston Celtics,99,0,105.1,103.8,1.3,60.4,1.54,16.8,33.6,68.7,50.6,15.4,47.6,52.3,89.91,51.1,105.5,97.4,8.1,59.3,1.45,17.9,25.1,74.9,51.8,16.5,52.8,57.0,91.36,57.8
Detroit Pistons,72,Miami Heat,97,0,104.5,108.5,-3.9,58.9,1.54,17.0,30.2,69.5,48.4,15.3,49.5,52.9,89.85,46.1,111.7,97.4,14.3,54.0,1.5,16.5,28.6,71.6,52.3,14.9,53.7,57.8,91.44,60.3
Orlando Magic,107,Chicago Bulls,78,1,105.0,102.8,2.2,53.0,1.27,15.5,28.0,73.3,51.2,16.3,51.6,55.0,92.13,50.5,103.9,96.3,7.5,59.8,1.44,17.3,31.6,69.8,51.1,16.7,50.0,53.4,92.36,55.7
Charlotte Bobcats,73,New Orleans Hornets,89,0,95.3,105.2,-9.9,57.5,1.06,15.1,31.6,69.9,50.6,19.3,45.9,50.0,91.6,44.3,101.5,102.1,-0.6,57.8,1.43,16.2,30.2,74.9,52.1,15.5,47.3,51.8,89.82,49.8
Minnesota Timberwolves,86,Dallas Mavericks,100,0,107.3,111.5,-4.2,54.3,1.28,15.9,33.6,69.6,51.5,17.0,50.8,55.0,97.78,46.3,107.0,101.9,5.1,65.3,1.77,19.2,24.3,73.0,49.9,14.8,52.6,56.7,92.64,55.2
Los Angeles Lakers,99,Houston Rockets,109,0,105.9,101.7,4.2,58.4,1.47,16.9,31.1,70.7,51.3,15.9,49.7,54.0,92.53,53.2,113.3,106.8,6.5,64.0,1.7,18.5,32.7,68.6,50.8,15.4,52.7,57.4,95.11,54.3
Milwaukee Bucks,94,Denver Nuggets,105,0,98.7,102.0,-3.3,51.6,1.28,14.0,29.7,71.2,49.5,14.7,44.8,49.6,90.38,46.8,112.0,110.2,1.7,56.1,1.36,15.9,28.8,71.3,50.5,15.7,51.9,58.0,95.7,50.0
Indiana Pacers,88,Utah Jazz,110,0,98.0,102.8,-4.9,57.7,1.25,15.8,25.1,68.9,47.4,16.8,47.6,51.5,95.73,46.2,107.9,106.8,1.1,62.3,1.71,17.8,30.6,69.9,49.6,14.5,49.3,54.2,90.54,50.8
San Antonio Spurs,85,Los Angeles Clippers,90,0,110.4,102.8,7.6,62.0,1.9,18.5,25.7,70.8,49.1,13.4,53.4,56.9,92.79,55.3,104.4,103.5,0.9,64.4,1.42,17.9,34.4,68.5,52.2,17.9,50.4,53.4,92.33,52.4
