Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Orlando Magic,91,Washington Wizards,103,0,99.4,109.1,-9.7,61.9,1.5,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0
Dallas Mavericks,82,Miami Heat,106,0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2
Charlotte Hornets,94,Toronto Raptors,104,0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7
New York Knicks,81,Chicago Bulls,108,0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,105.6,106.4,-0.8,52.9,1.5,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.0,49.8
Philadelphia 76ers,84,Los Angeles Lakers,93,0,100.8,107.1,-6.3,60.9,1.54,17.8,25.6,69.3,47.5,15.6,51.3,53.2,97.64,46.8,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4
Brooklyn Nets,100,Boston Celtics,97,1,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.5,44.4,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.3,52.6
Phoenix Suns,119,Sacramento Kings,142,0,97.4,111.8,-14.5,58.6,1.22,15.6,28.6,73.1,49.6,17.2,47.0,51.0,97.39,39.6,108.3,106.7,1.5,62.9,1.59,18.0,30.6,75.6,53.7,15.8,51.6,55.7,100.35,52.8
Oklahoma City Thunder,109,Charlotte Hornets,90,1,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8
Detroit Pistons,82,Indiana Pacers,94,0,108.4,107.0,1.5,49.5,1.53,14.7,33.4,74.2,52.7,13.2,50.0,52.6,95.47,49.1,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.8,52.3
Orlando Magic,79,Cleveland Cavaliers,104,0,99.4,109.1,-9.7,61.9,1.5,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,113.9,105.4,8.5,56.7,1.85,17.3,30.7,76.3,53.2,13.0,53.4,56.7,93.08,53.3
Milwaukee Bucks,95,Minnesota Timberwolves,85,1,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6,104.3,111.1,-6.8,62.6,1.5,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1
New Orleans Pelicans,105,Dallas Mavericks,98,1,108.5,104.3,4.2,58.4,1.95,17.5,28.9,74.4,50.9,12.4,50.3,53.7,96.46,52.0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3
Houston Rockets,103,San Antonio Spurs,121,0,109.1,110.7,-1.6,57.9,1.45,16.2,29.7,70.8,49.6,15.2,52.2,55.9,96.77,47.7,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3
Memphis Grizzlies,87,Utah Jazz,92,0,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7
Denver Nuggets,108,Golden State Warriors,111,0,105.9,107.9,-2.0,62.1,1.57,16.7,31.2,72.0,51.1,14.7,47.2,52.9,96.1,47.8,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1
Atlanta Hawks,97,New York Knicks,111,0,101.8,100.8,1.0,66.0,1.59,18.8,22.8,67.9,46.0,16.1,50.7,54.1,98.18,50.5,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7
Chicago Bulls,115,Toronto Raptors,113,1,105.6,106.4,-0.8,52.9,1.5,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.0,49.8,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7
Miami Heat,97,Washington Wizards,75,1,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0
Portland Trail Blazers,112,Denver Nuggets,106,1,108.5,106.8,1.7,56.6,1.73,17.0,29.8,73.2,50.9,13.6,51.3,53.9,95.96,49.4,105.9,107.9,-2.0,62.1,1.57,16.7,31.2,72.0,51.1,14.7,47.2,52.9,96.1,47.8
Phoenix Suns,77,Los Angeles Lakers,97,0,97.4,111.8,-14.5,58.6,1.22,15.6,28.6,73.1,49.6,17.2,47.0,51.0,97.39,39.6,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4
Toronto Raptors,100,Cleveland Cavaliers,122,0,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7,113.9,105.4,8.5,56.7,1.85,17.3,30.7,76.3,53.2,13.0,53.4,56.7,93.08,53.3
Minnesota Timberwolves,99,Philadelphia 76ers,109,0,104.3,111.1,-6.8,62.6,1.5,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1,100.8,107.1,-6.3,60.9,1.54,17.8,25.6,69.3,47.5,15.6,51.3,53.2,97.64,46.8
Boston Celtics,103,Brooklyn Nets,94,1,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.3,52.6,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.5,44.4
Orlando Magic,89,Detroit Pistons,115,0,99.4,109.1,-9.7,61.9,1.5,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,108.4,107.0,1.5,49.5,1.53,14.7,33.4,74.2,52.7,13.2,50.0,52.6,95.47,49.1
Indiana Pacers,100,Miami Heat,103,0,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.8,52.3,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2
San Antonio Spurs,123,Milwaukee Bucks,98,1,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6
Sacramento Kings,116,Oklahoma City Thunder,104,1,108.3,106.7,1.5,62.9,1.59,18.0,30.6,75.6,53.7,15.8,51.6,55.7,100.35,52.8,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1
Houston Rockets,93,Utah Jazz,91,1,109.1,110.7,-1.6,57.9,1.45,16.2,29.7,70.8,49.6,15.2,52.2,55.9,96.77,47.7,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7
Memphis Grizzlies,91,Portland Trail Blazers,78,1,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,108.5,106.8,1.7,56.6,1.73,17.0,29.8,73.2,50.9,13.6,51.3,53.9,95.96,49.4
Charlotte Hornets,101,Golden State Warriors,111,0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1
New York Knicks,107,Atlanta Hawks,101,1,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,101.8,100.8,1.0,66.0,1.59,18.8,22.8,67.9,46.0,16.1,50.7,54.1,98.18,50.5
