Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Washington Wizards,97,Cleveland Cavaliers,85,1,105.2,105.5,-0.3,62.5,1.73,18.4,24.2,72.0,47.9,14.4,51.9,55.2,98.31,49.6,101.7,98.9,2.8,56.5,1.38,15.7,27.5,71.6,49.1,15.4,48.2,51.9,93.14,50.5
Los Angeles Lakers,91,Philadelphia 76ers,103,0,99.0,111.0,-12.1,51.3,1.32,14.2,27.9,68.8,47.3,14.4,46.2,49.9,96.96,40.4,96.3,107.9,-11.6,55.2,1.05,14.7,27.3,71.8,48.7,18.6,48.0,51.3,98.22,41.2
Phoenix Suns,91,Brooklyn Nets,94,0,101.8,108.0,-6.2,55.7,1.23,16.0,27.6,70.3,48.5,17.4,50.5,53.8,97.38,45.6,102.1,108.0,-5.9,58.3,1.52,17.2,28.6,74.0,50.7,15.5,49.3,52.5,95.83,46.4
Orlando Magic,96,Minnesota Timberwolves,93,1,106.6,102.8,3.8,57.1,1.59,17.7,27.0,74.0,50.6,15.2,52.5,55.4,93.93,52.0,102.4,108.1,-5.7,61.6,1.51,17.1,27.5,70.0,48.4,15.4,47.8,53.1,95.51,47.2
Memphis Grizzlies,113,New Orleans Pelicans,104,1,103.6,106.2,-2.6,58.0,1.7,16.8,28.4,70.2,49.1,13.5,47.9,52.3,92.77,49.6,105.2,107.1,-1.9,57.3,1.49,16.5,24.0,72.7,49.0,14.7,50.4,55.0,95.61,48.8
Dallas Mavericks,115,Portland Trail Blazers,112,1,108.8,105.5,3.3,57.9,1.74,17.1,24.6,74.6,49.5,13.2,52.0,55.8,95.3,51.6,107.0,108.1,-1.1,56.6,1.41,16.3,31.9,75.5,52.9,16.0,50.8,54.0,95.15,48.0
Golden State Warriors,116,Charlotte Hornets,99,1,110.2,102.6,7.6,66.8,1.72,19.3,27.5,71.1,50.6,15.6,54.0,57.3,100.58,56.0,104.6,103.2,1.4,61.2,1.62,16.6,25.6,76.3,50.5,13.8,48.9,53.5,97.1,50.1
Los Angeles Lakers,108,Washington Wizards,104,1,99.0,111.0,-12.1,51.3,1.32,14.2,27.9,68.8,47.3,14.4,46.2,49.9,96.96,40.4,105.2,105.5,-0.3,62.5,1.73,18.4,24.2,72.0,47.9,14.4,51.9,55.2,98.31,49.6
Phoenix Suns,122,Detroit Pistons,127,0,101.8,108.0,-6.2,55.7,1.23,16.0,27.6,70.3,48.5,17.4,50.5,53.8,97.38,45.6,106.3,103.4,2.9,49.4,1.36,14.3,32.7,72.2,51.7,14.3,49.6,52.6,96.58,51.2
Philadelphia 76ers,87,New York Knicks,99,0,96.3,107.9,-11.6,55.2,1.05,14.7,27.3,71.8,48.7,18.6,48.0,51.3,98.22,41.2,104.6,105.6,-1.1,57.4,1.48,16.6,26.8,71.7,50.1,15.2,49.6,54.1,94.97,50.5
Toronto Raptors,96,Atlanta Hawks,86,1,105.4,103.1,2.3,50.7,1.5,14.5,26.9,75.7,51.2,12.8,48.7,53.5,93.32,51.6,105.3,103.4,1.9,63.6,1.72,18.6,23.6,68.9,46.4,14.7,51.3,55.1,96.5,51.9
Denver Nuggets,90,Chicago Bulls,99,0,106.4,109.9,-3.5,60.8,1.7,17.5,31.0,72.9,51.3,14.4,50.1,53.4,94.78,48.7,103.5,102.1,1.3,57.6,1.47,16.2,33.5,71.0,52.8,15.4,47.6,51.6,96.32,51.8
New Orleans Pelicans,101,Houston Rockets,108,0,105.2,107.1,-1.9,57.3,1.49,16.5,24.0,72.7,49.0,14.7,50.4,55.0,95.61,48.8,108.0,104.2,3.8,60.6,1.37,16.9,27.6,70.2,49.1,16.7,53.3,56.9,99.06,50.6
Milwaukee Bucks,70,San Antonio Spurs,95,0,102.3,107.4,-5.2,59.0,1.57,17.6,27.8,71.5,49.7,15.4,49.8,53.1,96.78,47.2,112.6,92.9,19.7,62.5,1.86,19.6,27.9,77.4,54.5,14.7,55.1,58.6,93.81,62.9
Oklahoma City Thunder,95,Miami Heat,97,0,113.5,102.7,10.8,53.5,1.53,16.5,33.8,69.8,53.2,14.9,52.7,57.3,94.64,58.6,104.9,106.1,-1.2,54.3,1.47,16.5,24.4,72.3,49.3,14.8,52.3,55.6,91.79,51.1
Denver Nuggets,106,Toronto Raptors,105,1,106.4,109.9,-3.5,60.8,1.7,17.5,31.0,72.9,51.3,14.4,50.1,53.4,94.78,48.7,105.4,103.1,2.3,50.7,1.5,14.5,26.9,75.7,51.2,12.8,48.7,53.5,93.32,51.6
Orlando Magic,103,Utah Jazz,94,1,106.6,102.8,3.8,57.1,1.59,17.7,27.0,74.0,50.6,15.2,52.5,55.4,93.93,52.0,106.0,108.2,-2.2,50.3,1.21,14.1,31.1,72.8,51.5,15.8,49.2,53.6,91.56,47.0
San Antonio Spurs,103,Memphis Grizzlies,83,1,112.6,92.9,19.7,62.5,1.86,19.6,27.9,77.4,54.5,14.7,55.1,58.6,93.81,62.9,103.6,106.2,-2.6,58.0,1.7,16.8,28.4,70.2,49.1,13.5,47.9,52.3,92.77,49.6
Indiana Pacers,111,Portland Trail Blazers,123,0,104.6,104.2,0.4,49.3,1.3,14.5,28.0,72.3,49.5,14.7,49.5,53.5,97.54,49.1,107.0,108.1,-1.1,56.6,1.41,16.3,31.9,75.5,52.9,16.0,50.8,54.0,95.15,48.0
Boston Celtics,114,Sacramento Kings,97,1,104.2,100.4,3.8,61.2,1.7,17.4,25.7,72.4,49.3,14.0,49.4,53.3,99.06,51.7,101.8,105.0,-3.2,64.8,1.44,18.0,25.9,71.9,49.4,17.1,50.4,53.9,100.73,49.2
Brooklyn Nets,91,New York Knicks,108,0,102.1,108.0,-5.9,58.3,1.52,17.2,28.6,74.0,50.7,15.5,49.3,52.5,95.83,46.4,104.6,105.6,-1.1,57.4,1.48,16.6,26.8,71.7,50.1,15.2,49.6,54.1,94.97,50.5
Phoenix Suns,106,Washington Wizards,109,0,101.8,108.0,-6.2,55.7,1.23,16.0,27.6,70.3,48.5,17.4,50.5,53.8,97.38,45.6,105.2,105.5,-0.3,62.5,1.73,18.4,24.2,72.0,47.9,14.4,51.9,55.2,98.31,49.6
Milwaukee Bucks,95,Detroit Pistons,102,0,102.3,107.4,-5.2,59.0,1.57,17.6,27.8,71.5,49.7,15.4,49.8,53.1,96.78,47.2,106.3,103.4,2.9,49.4,1.36,14.3,32.7,72.2,51.7,14.3,49.6,52.6,96.58,51.2
Los Angeles Lakers,87,Atlanta Hawks,100,0,99.0,111.0,-12.1,51.3,1.32,14.2,27.9,68.8,47.3,14.4,46.2,49.9,96.96,40.4,105.3,103.4,1.9,63.6,1.72,18.6,23.6,68.9,46.4,14.7,51.3,55.1,96.5,51.9
Houston Rockets,100,Dallas Mavericks,96,1,108.0,104.2,3.8,60.6,1.37,16.9,27.6,70.2,49.1,16.7,53.3,56.9,99.06,50.6,108.8,105.5,3.3,57.9,1.74,17.1,24.6,74.6,49.5,13.2,52.0,55.8,95.3,51.6
Cleveland Cavaliers,108,New Orleans Pelicans,114,0,101.7,98.9,2.8,56.5,1.38,15.7,27.5,71.6,49.1,15.4,48.2,51.9,93.14,50.5,105.2,107.1,-1.9,57.3,1.49,16.5,24.0,72.7,49.0,14.7,50.4,55.0,95.61,48.8
Denver Nuggets,108,Philadelphia 76ers,105,1,106.4,109.9,-3.5,60.8,1.7,17.5,31.0,72.9,51.3,14.4,50.1,53.4,94.78,48.7,96.3,107.9,-11.6,55.2,1.05,14.7,27.3,71.8,48.7,18.6,48.0,51.3,98.22,41.2
Golden State Warriors,112,Toronto Raptors,109,1,110.2,102.6,7.6,66.8,1.72,19.3,27.5,71.1,50.6,15.6,54.0,57.3,100.58,56.0,105.4,103.1,2.3,50.7,1.5,14.5,26.9,75.7,51.2,12.8,48.7,53.5,93.32,51.6
Charlotte Hornets,102,Chicago Bulls,96,1,104.6,103.2,1.4,61.2,1.62,16.6,25.6,76.3,50.5,13.8,48.9,53.5,97.1,50.1,103.5,102.1,1.3,57.6,1.47,16.2,33.5,71.0,52.8,15.4,47.6,51.6,96.32,51.8
Sacramento Kings,113,Houston Rockets,120,0,101.8,105.0,-3.2,64.8,1.44,18.0,25.9,71.9,49.4,17.1,50.4,53.9,100.73,49.2,108.0,104.2,3.8,60.6,1.37,16.9,27.6,70.2,49.1,16.7,53.3,56.9,99.06,50.6
Cleveland Cavaliers,84,Miami Heat,99,0,101.7,98.9,2.8,56.5,1.38,15.7,27.5,71.6,49.1,15.4,48.2,51.9,93.14,50.5,104.9,106.1,-1.2,54.3,1.47,16.5,24.4,72.3,49.3,14.8,52.3,55.6,91.79,51.1
Portland Trail Blazers,109,Minnesota Timberwolves,103,1,107.0,108.1,-1.1,56.6,1.41,16.3,31.9,75.5,52.9,16.0,50.8,54.0,95.15,48.0,102.4,108.1,-5.7,61.6,1.51,17.1,27.5,70.0,48.4,15.4,47.8,53.1,95.51,47.2
New York Knicks,91,Milwaukee Bucks,106,0,104.6,105.6,-1.1,57.4,1.48,16.6,26.8,71.7,50.1,15.2,49.6,54.1,94.97,50.5,102.3,107.4,-5.2,59.0,1.57,17.6,27.8,71.5,49.7,15.4,49.8,53.1,96.78,47.2
Boston Celtics,105,San Antonio Spurs,108,0,104.2,100.4,3.8,61.2,1.7,17.4,25.7,72.4,49.3,14.0,49.4,53.3,99.06,51.7,112.6,92.9,19.7,62.5,1.86,19.6,27.9,77.4,54.5,14.7,55.1,58.6,93.81,62.9
Indiana Pacers,119,Utah Jazz,122,0,104.6,104.2,0.4,49.3,1.3,14.5,28.0,72.3,49.5,14.7,49.5,53.5,97.54,49.1,106.0,108.2,-2.2,50.3,1.21,14.1,31.1,72.8,51.5,15.8,49.2,53.6,91.56,47.0
Phoenix Suns,93,Memphis Grizzlies,95,0,101.8,108.0,-6.2,55.7,1.23,16.0,27.6,70.3,48.5,17.4,50.5,53.8,97.38,45.6,103.6,106.2,-2.6,58.0,1.7,16.8,28.4,70.2,49.1,13.5,47.9,52.3,92.77,49.6
Golden State Warriors,114,Brooklyn Nets,98,1,110.2,102.6,7.6,66.8,1.72,19.3,27.5,71.1,50.6,15.6,54.0,57.3,100.58,56.0,102.1,108.0,-5.9,58.3,1.52,17.2,28.6,74.0,50.7,15.5,49.3,52.5,95.83,46.4
Los Angeles Lakers,91,Detroit Pistons,111,0,99.0,111.0,-12.1,51.3,1.32,14.2,27.9,68.8,47.3,14.4,46.2,49.9,96.96,40.4,106.3,103.4,2.9,49.4,1.36,14.3,32.7,72.2,51.7,14.3,49.6,52.6,96.58,51.2
Dallas Mavericks,116,Washington Wizards,104,1,108.8,105.5,3.3,57.9,1.74,17.1,24.6,74.6,49.5,13.2,52.0,55.8,95.3,51.6,105.2,105.5,-0.3,62.5,1.73,18.4,24.2,72.0,47.9,14.4,51.9,55.2,98.31,49.6
Sacramento Kings,95,Oklahoma City Thunder,98,0,101.8,105.0,-3.2,64.8,1.44,18.0,25.9,71.9,49.4,17.1,50.4,53.9,100.73,49.2,113.5,102.7,10.8,53.5,1.53,16.5,33.8,69.8,53.2,14.9,52.7,57.3,94.64,58.6
Detroit Pistons,84,Charlotte Hornets,104,0,106.3,103.4,2.9,49.4,1.36,14.3,32.7,72.2,51.7,14.3,49.6,52.6,96.58,51.2,104.6,103.2,1.4,61.2,1.62,16.6,25.6,76.3,50.5,13.8,48.9,53.5,97.1,50.1
San Antonio Spurs,119,Philadelphia 76ers,68,1,112.6,92.9,19.7,62.5,1.86,19.6,27.9,77.4,54.5,14.7,55.1,58.6,93.81,62.9,96.3,107.9,-11.6,55.2,1.05,14.7,27.3,71.8,48.7,18.6,48.0,51.3,98.22,41.2
Washington Wizards,114,Miami Heat,103,1,105.2,105.5,-0.3,62.5,1.73,18.4,24.2,72.0,47.9,14.4,51.9,55.2,98.31,49.6,104.9,106.1,-1.2,54.3,1.47,16.5,24.4,72.3,49.3,14.8,52.3,55.6,91.79,51.1
Dallas Mavericks,104,New York Knicks,97,1,108.8,105.5,3.3,57.9,1.74,17.1,24.6,74.6,49.5,13.2,52.0,55.8,95.3,51.6,104.6,105.6,-1.1,57.4,1.48,16.6,26.8,71.7,50.1,15.2,49.6,54.1,94.97,50.5
Los Angeles Lakers,93,Toronto Raptors,102,0,99.0,111.0,-12.1,51.3,1.32,14.2,27.9,68.8,47.3,14.4,46.2,49.9,96.96,40.4,105.4,103.1,2.3,50.7,1.5,14.5,26.9,75.7,51.2,12.8,48.7,53.5,93.32,51.6
Phoenix Suns,103,Chicago Bulls,101,1,101.8,108.0,-6.2,55.7,1.23,16.0,27.6,70.3,48.5,17.4,50.5,53.8,97.38,45.6,103.5,102.1,1.3,57.6,1.47,16.2,33.5,71.0,52.8,15.4,47.6,51.6,96.32,51.8
Portland Trail Blazers,88,Milwaukee Bucks,90,0,107.0,108.1,-1.1,56.6,1.41,16.3,31.9,75.5,52.9,16.0,50.8,54.0,95.15,48.0,102.3,107.4,-5.2,59.0,1.57,17.6,27.8,71.5,49.7,15.4,49.8,53.1,96.78,47.2
Boston Celtics,111,New Orleans Pelicans,93,1,104.2,100.4,3.8,61.2,1.7,17.4,25.7,72.4,49.3,14.0,49.4,53.3,99.06,51.7,105.2,107.1,-1.9,57.3,1.49,16.5,24.0,72.7,49.0,14.7,50.4,55.0,95.61,48.8
Portland Trail Blazers,100,Cleveland Cavaliers,105,0,107.0,108.1,-1.1,56.6,1.41,16.3,31.9,75.5,52.9,16.0,50.8,54.0,95.15,48.0,101.7,98.9,2.8,56.5,1.38,15.7,27.5,71.6,49.1,15.4,48.2,51.9,93.14,50.5
Golden State Warriors,131,Indiana Pacers,123,1,110.2,102.6,7.6,66.8,1.72,19.3,27.5,71.1,50.6,15.6,54.0,57.3,100.58,56.0,104.6,104.2,0.4,49.3,1.3,14.5,28.0,72.3,49.5,14.7,49.5,53.5,97.54,49.1
Houston Rockets,105,Brooklyn Nets,110,0,108.0,104.2,3.8,60.6,1.37,16.9,27.6,70.2,49.1,16.7,53.3,56.9,99.06,50.6,102.1,108.0,-5.9,58.3,1.52,17.2,28.6,74.0,50.7,15.5,49.3,52.5,95.83,46.4
