Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
New York Knicks,92,Indiana Pacers,85,1,109.0,111.7,-2.7,58.2,1.64,17.4,33.6,76.7,54.6,15.0,52.0,54.7,97.68,49.0,107.3,108.1,-0.7,63.4,1.95,19.2,23.6,71.9,48.4,13.5,52.6,55.6,99.25,51.0
Miami Heat,102,Orlando Magic,89,1,115.9,113.7,2.2,70.0,2.21,20.3,24.5,76.0,50.2,12.9,55.3,59.1,99.21,52.2,111.8,113.3,-1.5,66.9,2.19,19.8,26.2,75.3,50.1,12.7,53.5,56.8,99.72,50.4
Golden State Warriors,131,Cleveland Cavaliers,112,1,105.2,114.8,-9.6,69.7,1.68,19.7,22.2,72.0,46.7,16.2,52.1,56.0,101.5,45.9,109.4,115.3,-5.9,62.7,1.52,18.6,30.3,74.1,51.8,17.1,54.2,57.0,100.01,45.8
Brooklyn Nets,107,Washington Wizards,113,0,112.6,108.2,4.4,63.2,1.89,18.1,31.5,75.3,53.5,13.6,52.0,55.3,98.85,51.8,109.6,109.6,0.0,59.1,1.87,17.4,24.1,69.7,46.3,12.6,52.1,55.9,104.87,50.8
Philadelphia 76ers,95,Boston Celtics,116,0,109.0,112.5,-3.5,61.3,1.96,17.6,27.5,72.0,49.3,12.5,50.8,54.6,98.88,49.6,114.5,108.2,6.3,50.2,1.57,15.2,27.2,74.8,51.5,12.9,54.2,58.4,99.7,53.6
Atlanta Hawks,100,Dallas Mavericks,123,0,115.0,117.4,-2.4,60.8,1.82,18.0,25.4,70.1,48.0,13.5,54.1,58.9,103.0,48.9,118.1,112.4,5.8,61.6,2.08,18.5,24.7,73.9,50.1,12.2,56.3,60.0,100.0,52.8
Charlotte Hornets,90,San Antonio Spurs,114,0,102.5,111.8,-9.3,61.4,1.56,16.8,28.6,72.0,49.9,14.9,48.9,52.0,95.55,44.9,109.9,115.1,-5.2,59.8,2.32,18.2,21.8,77.5,48.3,10.6,51.8,55.6,99.82,47.4
Los Angeles Lakers,129,Sacramento Kings,113,1,113.9,105.6,8.3,62.7,1.74,18.8,30.9,78.0,54.4,15.3,56.0,58.5,101.76,55.7,112.3,110.7,1.7,61.9,2.08,18.4,22.3,72.9,47.0,12.0,54.5,57.5,100.5,49.4
Utah Jazz,107,Portland Trail Blazers,124,0,113.3,116.7,-3.4,52.6,1.4,16.0,27.2,75.7,52.1,15.3,55.0,58.7,98.64,48.5,111.0,117.0,-6.0,45.8,1.51,14.5,26.4,72.3,49.1,12.7,53.2,56.0,100.67,45.2
Denver Nuggets,123,Detroit Pistons,128,0,117.3,114.2,3.1,61.5,1.97,19.8,27.4,71.4,50.9,14.0,57.7,60.7,96.69,52.7,107.1,113.3,-6.2,63.4,1.62,18.0,30.2,71.8,49.7,15.7,51.1,54.2,93.9,44.3
New Orleans Pelicans,109,Houston Rockets,117,0,112.7,109.1,3.6,72.4,1.82,21.1,29.1,74.6,52.7,16.7,56.1,58.7,105.55,53.3,115.8,108.1,7.7,50.1,1.63,15.5,21.9,68.7,45.3,12.4,55.7,59.3,102.03,50.7
Phoenix Suns,108,Milwaukee Bucks,129,0,108.8,112.6,-3.8,67.8,1.64,19.3,27.7,69.5,48.6,16.5,52.2,56.8,99.77,49.1,112.5,98.3,14.2,60.5,1.72,18.3,25.3,78.5,53.7,14.6,55.3,58.6,106.4,58.9
