Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Houston Rockets,116,Brooklyn Nets,123,0,112.7,106.1,6.7,50.4,1.32,14.6,26.5,73.2,50.1,14.7,54.0,58.1,104.77,51.6,107.7,109.0,-1.3,60.4,1.59,17.2,27.6,70.6,49.7,14.9,52.0,55.5,102.53,50.0
Cleveland Cavaliers,95,Indiana Pacers,102,0,104.8,113.9,-9.1,53.9,1.37,15.2,27.3,71.4,48.6,14.9,49.4,53.6,99.4,44.5,109.5,102.3,7.2,57.5,1.68,17.9,28.0,76.1,52.8,14.6,53.1,56.3,99.88,54.5
Milwaukee Bucks,123,Orlando Magic,91,1,114.3,101.7,12.6,57.4,1.69,17.6,26.2,76.2,52.4,14.2,55.6,58.6,105.56,57.5,104.1,106.8,-2.7,59.5,1.61,16.6,27.7,75.3,50.7,14.1,48.7,52.9,98.32,49.3
New York Knicks,102,Boston Celtics,104,0,104.5,112.2,-7.7,55.7,1.45,15.5,29.8,73.7,50.3,14.7,49.3,52.2,97.39,43.8,110.1,104.0,6.1,59.9,1.75,17.4,26.9,71.5,49.8,13.7,51.5,55.8,100.04,54.1
Detroit Pistons,106,Chicago Bulls,112,0,109.3,110.8,-1.5,64.9,1.58,18.5,27.9,71.2,49.9,16.3,53.6,56.8,97.5,49.4,102.8,106.3,-3.5,61.7,1.43,16.8,26.7,73.9,49.2,16.0,49.7,53.2,103.33,46.1
Los Angeles Lakers,119,Dallas Mavericks,110,1,112.5,104.6,7.9,63.0,1.82,19.3,28.0,72.3,50.7,14.9,55.4,57.9,100.17,55.5,117.4,108.8,8.6,58.5,1.86,17.5,29.1,73.5,51.8,13.0,54.8,58.5,100.54,54.1
Utah Jazz,101,Sacramento Kings,102,0,107.5,106.9,0.6,55.2,1.42,15.6,24.6,72.9,49.7,14.6,51.6,56.0,101.07,51.0,109.1,106.8,2.2,60.3,1.56,17.7,26.8,73.2,49.6,15.5,53.3,56.6,96.88,49.6
San Antonio Spurs,127,Golden State Warriors,110,1,110.5,114.1,-3.6,58.4,1.93,17.9,25.3,75.9,50.2,12.7,51.9,55.6,100.59,48.2,104.5,113.4,-8.9,62.8,1.75,17.5,26.2,70.8,48.2,13.7,49.1,53.8,100.1,47.1
New Orleans Pelicans,104,Oklahoma City Thunder,115,0,108.1,113.2,-5.2,56.6,1.42,16.4,28.1,73.7,50.0,15.7,52.9,55.8,104.25,46.4,108.9,110.6,-1.8,59.8,1.77,17.8,19.5,71.3,45.9,13.3,53.7,57.9,99.82,49.7
Brooklyn Nets,109,Detroit Pistons,113,0,107.7,109.0,-1.3,60.4,1.59,17.2,27.6,70.6,49.7,14.9,52.0,55.5,102.53,50.0,109.3,110.8,-1.5,64.9,1.58,18.5,27.9,71.2,49.9,16.3,53.6,56.8,97.5,49.4
