Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Memphis Grizzlies,92,Charlotte Hornets,100,0,104.8,107.4,-2.6,60.0,1.78,17.0,27.1,72.8,49.0,13.1,48.8,52.9,98.64,48.4,111.2,115.1,-3.9,53.8,1.85,15.6,28.3,74.4,50.5,11.4,50.4,55.2,98.05,47.8
Boston Celtics,113,New York Knicks,99,1,110.1,111.8,-1.7,62.2,2.42,19.2,22.9,74.7,48.9,10.8,52.9,56.2,100.55,51.0,105.7,111.1,-5.4,54.3,1.61,15.6,28.5,73.1,50.6,13.3,49.5,52.9,99.21,46.6
Oklahoma City Thunder,118,Miami Heat,102,1,113.4,110.2,3.3,57.1,1.82,17.1,27.8,74.1,50.0,12.9,53.2,56.6,105.23,49.8,108.0,113.1,-5.1,60.2,1.54,17.9,29.2,73.6,51.5,16.1,53.7,56.2,99.0,48.3
Atlanta Hawks,112,Utah Jazz,128,0,112.9,117.0,-4.1,60.7,1.56,17.4,29.2,72.3,50.7,15.4,53.7,57.6,101.58,47.0,113.6,107.3,6.3,63.7,1.71,18.3,29.1,77.3,54.2,14.9,54.3,58.2,102.24,54.2
Houston Rockets,122,Denver Nuggets,136,0,118.1,112.3,5.8,52.5,1.68,16.0,27.3,70.4,48.2,12.8,55.0,59.3,100.17,50.0,112.9,109.6,3.3,68.5,2.14,20.1,31.3,73.9,52.2,13.7,53.2,56.3,102.5,52.1
Chicago Bulls,118,Charlotte Hornets,125,0,116.3,116.3,0.0,57.8,2.11,18.3,25.2,76.0,50.9,11.8,54.7,59.0,99.75,50.1,111.2,115.1,-3.9,53.8,1.85,15.6,28.3,74.4,50.5,11.4,50.4,55.2,98.05,47.8
Brooklyn Nets,89,Orlando Magic,102,0,106.1,110.3,-4.2,66.4,1.78,18.1,25.1,70.7,48.0,14.0,50.6,54.6,103.22,47.4,111.9,100.1,11.9,64.2,2.14,19.5,24.1,75.6,51.2,12.6,54.0,57.3,101.14,57.4
Milwaukee Bucks,131,Washington Wizards,115,1,114.3,106.1,8.2,60.2,2.18,18.6,24.9,74.6,50.9,11.7,54.6,57.9,103.2,54.6,113.9,118.8,-5.0,69.8,1.95,21.0,24.5,72.1,48.4,15.1,56.1,59.6,105.7,48.5
Dallas Mavericks,111,Cleveland Cavaliers,98,1,107.3,112.6,-5.3,62.5,1.68,17.3,24.2,72.1,48.0,14.0,51.9,55.6,98.5,46.5,108.6,112.9,-4.3,61.9,1.78,17.4,30.4,72.9,50.7,13.7,50.4,54.2,97.6,46.2
Indiana Pacers,95,Miami Heat,88,1,113.7,104.4,9.3,63.7,2.09,19.9,25.2,71.0,49.1,13.3,55.9,58.7,97.88,55.7,108.0,113.1,-5.1,60.2,1.54,17.9,29.2,73.6,51.5,16.1,53.7,56.2,99.0,48.3
