Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Miami Heat,89,Indiana Pacers,102,0,117.8,106.4,11.4,56.4,1.95,18.5,27.7,68.8,49.0,13.0,57.1,60.7,89.79,57.5,109.6,95.8,13.8,61.3,1.54,17.4,33.0,69.6,52.5,15.8,51.5,55.7,91.54,61.0
Los Angeles Clippers,73,Toronto Raptors,98,0,107.2,104.1,3.1,60.9,1.34,17.8,32.4,69.5,51.2,18.6,53.2,56.0,92.23,51.8,103.9,102.5,1.5,56.1,1.38,15.5,30.6,66.9,48.7,15.3,47.3,52.6,90.34,50.1
Orlando Magic,84,Boston Celtics,97,0,96.7,108.7,-11.9,65.3,1.66,18.5,28.2,71.1,48.9,15.8,46.5,48.9,93.85,42.8,104.6,100.8,3.8,60.6,1.8,18.0,23.8,68.7,47.4,13.5,50.6,54.4,92.05,52.7
Chicago Bulls,89,Brooklyn Nets,93,0,100.1,103.4,-3.4,67.0,1.57,18.0,35.8,69.2,51.8,16.7,45.3,49.3,89.38,48.6,102.6,105.3,-2.8,57.9,1.34,15.9,33.9,71.7,52.2,16.6,48.2,51.4,89.16,48.3
Cleveland Cavaliers,99,Detroit Pistons,117,0,113.4,109.8,3.6,59.2,2.03,17.9,33.8,68.9,50.7,12.4,51.2,55.8,93.58,51.2,102.0,106.7,-4.7,63.0,1.62,17.9,30.6,72.1,50.6,15.5,48.7,51.7,94.11,47.0
Milwaukee Bucks,86,New York Knicks,96,0,100.5,103.8,-3.2,59.2,1.59,16.7,30.1,67.6,48.2,14.5,47.0,50.4,96.83,47.2,108.1,107.3,0.7,52.9,1.35,14.7,33.8,70.8,51.8,14.9,49.5,54.0,90.86,50.7
Sacramento Kings,80,Philadelphia 76ers,89,0,106.5,113.8,-7.4,57.8,1.48,16.4,29.7,68.7,47.8,15.2,49.3,54.1,95.43,44.2,95.1,101.4,-6.4,63.0,1.66,17.2,29.0,71.7,50.0,14.4,44.6,47.7,90.0,44.5
Washington Wizards,76,Memphis Grizzlies,85,0,101.2,98.9,2.4,63.6,1.5,18.4,26.1,72.1,49.6,16.9,50.5,53.5,94.04,50.6,102.5,97.1,5.4,63.6,1.57,18.0,32.3,72.1,52.2,16.1,48.7,52.8,90.82,55.3
New Orleans Hornets,98,Denver Nuggets,113,0,106.5,109.3,-2.8,58.3,1.55,17.4,31.9,67.5,49.6,15.6,50.0,53.8,90.27,46.7,113.2,107.6,5.6,61.4,1.86,18.9,33.6,68.4,51.2,14.4,53.9,57.2,96.32,54.8
Dallas Mavericks,109,Phoenix Suns,99,1,106.2,101.7,4.5,61.5,1.79,17.9,25.8,72.9,49.6,13.7,49.9,54.1,97.23,53.3,95.1,106.0,-10.9,63.0,1.33,17.1,32.2,72.4,51.6,18.0,45.7,49.0,94.33,43.5
Portland Trail Blazers,77,Utah Jazz,86,0,104.2,110.8,-6.6,58.7,1.39,17.1,27.2,69.4,48.4,16.8,50.6,54.4,93.13,45.2,105.9,105.1,0.9,58.5,1.52,17.2,32.5,68.8,50.8,15.6,49.4,53.7,92.11,51.7
Los Angeles Lakers,111,Minnesota Timberwolves,100,1,106.6,106.3,0.3,57.9,1.51,17.0,27.9,72.3,50.5,15.2,52.3,55.6,96.08,50.6,101.8,105.3,-3.5,62.5,1.51,17.2,29.5,67.9,48.2,15.7,48.1,52.6,94.78,48.7
Chicago Bulls,93,Atlanta Hawks,76,1,100.1,103.4,-3.4,67.0,1.57,18.0,35.8,69.2,51.8,16.7,45.3,49.3,89.38,48.6,108.0,105.1,2.9,71.2,1.98,20.6,24.8,72.4,49.6,14.6,53.7,56.8,94.73,52.7
Oklahoma City Thunder,110,Cleveland Cavaliers,115,0,114.4,99.2,15.2,56.0,1.5,17.4,28.1,70.9,51.8,15.8,55.6,60.3,97.64,59.6,113.4,109.8,3.6,59.2,2.03,17.9,33.8,68.9,50.7,12.4,51.2,55.8,93.58,51.2
Sacramento Kings,81,New York Knicks,120,0,106.5,113.8,-7.4,57.8,1.48,16.4,29.7,68.7,47.8,15.2,49.3,54.1,95.43,44.2,108.1,107.3,0.7,52.9,1.35,14.7,33.8,70.8,51.8,14.9,49.5,54.0,90.86,50.7
Charlotte Bobcats,95,Houston Rockets,109,0,97.7,110.7,-13.0,58.7,1.47,15.3,29.8,70.3,48.9,14.3,44.1,48.8,92.58,40.7,115.4,110.3,5.1,62.3,1.67,19.0,31.4,71.5,51.6,16.1,56.5,59.4,97.36,51.7
New Orleans Hornets,86,Minnesota Timberwolves,115,0,106.5,109.3,-2.8,58.3,1.55,17.4,31.9,67.5,49.6,15.6,50.0,53.8,90.27,46.7,101.8,105.3,-3.5,62.5,1.51,17.2,29.5,67.9,48.2,15.7,48.1,52.6,94.78,48.7
Orlando Magic,98,Milwaukee Bucks,107,0,96.7,108.7,-11.9,65.3,1.66,18.5,28.2,71.1,48.9,15.8,46.5,48.9,93.85,42.8,100.5,103.8,-3.2,59.2,1.59,16.7,30.1,67.6,48.2,14.5,47.0,50.4,96.83,47.2
Washington Wizards,86,San Antonio Spurs,96,0,101.2,98.9,2.4,63.6,1.5,18.4,26.1,72.1,49.6,16.9,50.5,53.5,94.04,50.6,107.5,99.6,7.9,61.6,1.78,18.1,20.7,67.6,46.1,13.5,52.5,57.4,94.84,56.1
Utah Jazz,99,Portland Trail Blazers,105,0,105.9,105.1,0.9,58.5,1.52,17.2,32.5,68.8,50.8,15.6,49.4,53.7,92.11,51.7,104.2,110.8,-6.6,58.7,1.39,17.1,27.2,69.4,48.4,16.8,50.6,54.4,93.13,45.2
Phoenix Suns,93,Golden State Warriors,113,0,95.1,106.0,-10.9,63.0,1.33,17.1,32.2,72.4,51.6,18.0,45.7,49.0,94.33,43.5,104.8,111.7,-7.0,55.5,1.37,16.1,27.8,71.0,49.7,15.9,50.2,54.3,96.99,45.1
Los Angeles Clippers,104,Boston Celtics,106,0,107.2,104.1,3.1,60.9,1.34,17.8,32.4,69.5,51.2,18.6,53.2,56.0,92.23,51.8,104.6,100.8,3.8,60.6,1.8,18.0,23.8,68.7,47.4,13.5,50.6,54.4,92.05,52.7
Los Angeles Lakers,98,Detroit Pistons,97,1,106.6,106.3,0.3,57.9,1.51,17.0,27.9,72.3,50.5,15.2,52.3,55.6,96.08,50.6,102.0,106.7,-4.7,63.0,1.62,17.9,30.6,72.1,50.6,15.5,48.7,51.7,94.11,47.0
Miami Heat,100,Toronto Raptors,85,1,117.8,106.4,11.4,56.4,1.95,18.5,27.7,68.8,49.0,13.0,57.1,60.7,89.79,57.5,103.9,102.5,1.5,56.1,1.38,15.5,30.6,66.9,48.7,15.3,47.3,52.6,90.34,50.1
Chicago Bulls,101,Indiana Pacers,111,0,100.1,103.4,-3.4,67.0,1.57,18.0,35.8,69.2,51.8,16.7,45.3,49.3,89.38,48.6,109.6,95.8,13.8,61.3,1.54,17.4,33.0,69.6,52.5,15.8,51.5,55.7,91.54,61.0
Orlando Magic,61,Philadelphia 76ers,78,0,96.7,108.7,-11.9,65.3,1.66,18.5,28.2,71.1,48.9,15.8,46.5,48.9,93.85,42.8,95.1,101.4,-6.4,63.0,1.66,17.2,29.0,71.7,50.0,14.4,44.6,47.7,90.0,44.5
Los Angeles Clippers,90,Washington Wizards,98,0,107.2,104.1,3.1,60.9,1.34,17.8,32.4,69.5,51.2,18.6,53.2,56.0,92.23,51.8,101.2,98.9,2.4,63.6,1.5,18.4,26.1,72.1,49.6,16.9,50.5,53.5,94.04,50.6
Charlotte Bobcats,94,Miami Heat,99,0,97.7,110.7,-13.0,58.7,1.47,15.3,29.8,70.3,48.9,14.3,44.1,48.8,92.58,40.7,117.8,106.4,11.4,56.4,1.95,18.5,27.7,68.8,49.0,13.0,57.1,60.7,89.79,57.5
Detroit Pistons,85,New York Knicks,99,0,102.0,106.7,-4.7,63.0,1.62,17.9,30.6,72.1,50.6,15.5,48.7,51.7,94.11,47.0,108.1,107.3,0.7,52.9,1.35,14.7,33.8,70.8,51.8,14.9,49.5,54.0,90.86,50.7
Portland Trail Blazers,100,Minnesota Timberwolves,98,1,104.2,110.8,-6.6,58.7,1.39,17.1,27.2,69.4,48.4,16.8,50.6,54.4,93.13,45.2,101.8,105.3,-3.5,62.5,1.51,17.2,29.5,67.9,48.2,15.7,48.1,52.6,94.78,48.7
Dallas Mavericks,91,Oklahoma City Thunder,112,0,106.2,101.7,4.5,61.5,1.79,17.9,25.8,72.9,49.6,13.7,49.9,54.1,97.23,53.3,114.4,99.2,15.2,56.0,1.5,17.4,28.1,70.9,51.8,15.8,55.6,60.3,97.64,59.6
Sacramento Kings,91,Utah Jazz,98,0,106.5,113.8,-7.4,57.8,1.48,16.4,29.7,68.7,47.8,15.2,49.3,54.1,95.43,44.2,105.9,105.1,0.9,58.5,1.52,17.2,32.5,68.8,50.8,15.6,49.4,53.7,92.11,51.7
Atlanta Hawks,103,Indiana Pacers,114,0,108.0,105.1,2.9,71.2,1.98,20.6,24.8,72.4,49.6,14.6,53.7,56.8,94.73,52.7,109.6,95.8,13.8,61.3,1.54,17.4,33.0,69.6,52.5,15.8,51.5,55.7,91.54,61.0
Los Angeles Lakers,92,Brooklyn Nets,83,1,106.6,106.3,0.3,57.9,1.51,17.0,27.9,72.3,50.5,15.2,52.3,55.6,96.08,50.6,102.6,105.3,-2.8,57.9,1.34,15.9,33.9,71.7,52.2,16.6,48.2,51.4,89.16,48.3
Golden State Warriors,109,Houston Rockets,140,0,104.8,111.7,-7.0,55.5,1.37,16.1,27.8,71.0,49.7,15.9,50.2,54.3,96.99,45.1,115.4,110.3,5.1,62.3,1.67,19.0,31.4,71.5,51.6,16.1,56.5,59.4,97.36,51.7
Phoenix Suns,96,Memphis Grizzlies,90,1,95.1,106.0,-10.9,63.0,1.33,17.1,32.2,72.4,51.6,18.0,45.7,49.0,94.33,43.5,102.5,97.1,5.4,63.6,1.57,18.0,32.3,72.1,52.2,16.1,48.7,52.8,90.82,55.3
Milwaukee Bucks,104,Denver Nuggets,112,0,100.5,103.8,-3.2,59.2,1.59,16.7,30.1,67.6,48.2,14.5,47.0,50.4,96.83,47.2,113.2,107.6,5.6,61.4,1.86,18.9,33.6,68.4,51.2,14.4,53.9,57.2,96.32,54.8
Charlotte Bobcats,95,Cleveland Cavaliers,122,0,97.7,110.7,-13.0,58.7,1.47,15.3,29.8,70.3,48.9,14.3,44.1,48.8,92.58,40.7,113.4,109.8,3.6,59.2,2.03,17.9,33.8,68.9,50.7,12.4,51.2,55.8,93.58,51.2
Los Angeles Clippers,86,Orlando Magic,76,1,107.2,104.1,3.1,60.9,1.34,17.8,32.4,69.5,51.2,18.6,53.2,56.0,92.23,51.8,96.7,108.7,-11.9,65.3,1.66,18.5,28.2,71.1,48.9,15.8,46.5,48.9,93.85,42.8
Indiana Pacers,88,Philadelphia 76ers,69,1,109.6,95.8,13.8,61.3,1.54,17.4,33.0,69.6,52.5,15.8,51.5,55.7,91.54,61.0,95.1,101.4,-6.4,63.0,1.66,17.2,29.0,71.7,50.0,14.4,44.6,47.7,90.0,44.5
Boston Celtics,99,Toronto Raptors,95,1,104.6,100.8,3.8,60.6,1.8,18.0,23.8,68.7,47.4,13.5,50.6,54.4,92.05,52.7,103.9,102.5,1.5,56.1,1.38,15.5,30.6,66.9,48.7,15.3,47.3,52.6,90.34,50.1
New York Knicks,96,Washington Wizards,106,0,108.1,107.3,0.7,52.9,1.35,14.7,33.8,70.8,51.8,14.9,49.5,54.0,90.86,50.7,101.2,98.9,2.4,63.6,1.5,18.4,26.1,72.1,49.6,16.9,50.5,53.5,94.04,50.6
Memphis Grizzlies,92,Atlanta Hawks,103,0,102.5,97.1,5.4,63.6,1.57,18.0,32.3,72.1,52.2,16.1,48.7,52.8,90.82,55.3,108.0,105.1,2.9,71.2,1.98,20.6,24.8,72.4,49.6,14.6,53.7,56.8,94.73,52.7
Brooklyn Nets,93,Detroit Pistons,90,1,102.6,105.3,-2.8,57.9,1.34,15.9,33.9,71.7,52.2,16.6,48.2,51.4,89.16,48.3,102.0,106.7,-4.7,63.0,1.62,17.9,30.6,72.1,50.6,15.5,48.7,51.7,94.11,47.0
Houston Rockets,108,Miami Heat,114,0,115.4,110.3,5.1,62.3,1.67,19.0,31.4,71.5,51.6,16.1,56.5,59.4,97.36,51.7,117.8,106.4,11.4,56.4,1.95,18.5,27.7,68.8,49.0,13.0,57.1,60.7,89.79,57.5
Phoenix Suns,84,New Orleans Hornets,93,0,95.1,106.0,-10.9,63.0,1.33,17.1,32.2,72.4,51.6,18.0,45.7,49.0,94.33,43.5,106.5,109.3,-2.8,58.3,1.55,17.4,31.9,67.5,49.6,15.6,50.0,53.8,90.27,46.7
Golden State Warriors,98,Oklahoma City Thunder,119,0,104.8,111.7,-7.0,55.5,1.37,16.1,27.8,71.0,49.7,15.9,50.2,54.3,96.99,45.1,114.4,99.2,15.2,56.0,1.5,17.4,28.1,70.9,51.8,15.8,55.6,60.3,97.64,59.6
Portland Trail Blazers,99,Dallas Mavericks,105,0,104.2,110.8,-6.6,58.7,1.39,17.1,27.2,69.4,48.4,16.8,50.6,54.4,93.13,45.2,106.2,101.7,4.5,61.5,1.79,17.9,25.8,72.9,49.6,13.7,49.9,54.1,97.23,53.3
San Antonio Spurs,104,Minnesota Timberwolves,94,1,107.5,99.6,7.9,61.6,1.78,18.1,20.7,67.6,46.1,13.5,52.5,57.4,94.84,56.1,101.8,105.3,-3.5,62.5,1.51,17.2,29.5,67.9,48.2,15.7,48.1,52.6,94.78,48.7
Milwaukee Bucks,86,Utah Jazz,100,0,100.5,103.8,-3.2,59.2,1.59,16.7,30.1,67.6,48.2,14.5,47.0,50.4,96.83,47.2,105.9,105.1,0.9,58.5,1.52,17.2,32.5,68.8,50.8,15.6,49.4,53.7,92.11,51.7
Los Angeles Lakers,95,Boston Celtics,116,0,106.6,106.3,0.3,57.9,1.51,17.0,27.9,72.3,50.5,15.2,52.3,55.6,96.08,50.6,104.6,100.8,3.8,60.6,1.8,18.0,23.8,68.7,47.4,13.5,50.6,54.4,92.05,52.7
Chicago Bulls,96,Denver Nuggets,128,0,100.1,103.4,-3.4,67.0,1.57,18.0,35.8,69.2,51.8,16.7,45.3,49.3,89.38,48.6,113.2,107.6,5.6,61.4,1.86,18.9,33.6,68.4,51.2,14.4,53.9,57.2,96.32,54.8
Los Angeles Lakers,100,Charlotte Bobcats,93,1,106.6,106.3,0.3,57.9,1.51,17.0,27.9,72.3,50.5,15.2,52.3,55.6,96.08,50.6,97.7,110.7,-13.0,58.7,1.47,15.3,29.8,70.3,48.9,14.3,44.1,48.8,92.58,40.7
Toronto Raptors,100,Indiana Pacers,98,1,103.9,102.5,1.5,56.1,1.38,15.5,30.6,66.9,48.7,15.3,47.3,52.6,90.34,50.1,109.6,95.8,13.8,61.3,1.54,17.4,33.0,69.6,52.5,15.8,51.5,55.7,91.54,61.0
Brooklyn Nets,74,Washington Wizards,89,0,102.6,105.3,-2.8,57.9,1.34,15.9,33.9,71.7,52.2,16.6,48.2,51.4,89.16,48.3,101.2,98.9,2.4,63.6,1.5,18.4,26.1,72.1,49.6,16.9,50.5,53.5,94.04,50.6
New Orleans Hornets,111,Atlanta Hawks,100,1,106.5,109.3,-2.8,58.3,1.55,17.4,31.9,67.5,49.6,15.6,50.0,53.8,90.27,46.7,108.0,105.1,2.9,71.2,1.98,20.6,24.8,72.4,49.6,14.6,53.7,56.8,94.73,52.7
Orlando Magic,108,Cleveland Cavaliers,119,0,96.7,108.7,-11.9,65.3,1.66,18.5,28.2,71.1,48.9,15.8,46.5,48.9,93.85,42.8,113.4,109.8,3.6,59.2,2.03,17.9,33.8,68.9,50.7,12.4,51.2,55.8,93.58,51.2
San Antonio Spurs,109,Detroit Pistons,119,0,107.5,99.6,7.9,61.6,1.78,18.1,20.7,67.6,46.1,13.5,52.5,57.4,94.84,56.1,102.0,106.7,-4.7,63.0,1.62,17.9,30.6,72.1,50.6,15.5,48.7,51.7,94.11,47.0
Portland Trail Blazers,103,Houston Rockets,118,0,104.2,110.8,-6.6,58.7,1.39,17.1,27.2,69.4,48.4,16.8,50.6,54.4,93.13,45.2,115.4,110.3,5.1,62.3,1.67,19.0,31.4,71.5,51.6,16.1,56.5,59.4,97.36,51.7
