Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Oklahoma City Thunder,84,San Antonio Spurs,86,0,111.2,101.5,9.7,61.2,1.35,17.6,29.5,69.8,51.7,17.7,53.6,59.3,93.68,57.2,107.7,100.5,7.2,63.0,1.65,18.8,27.5,68.7,49.4,15.7,52.8,56.4,93.99,55.5
Indiana Pacers,89,Charlotte Bobcats,90,0,98.0,98.8,-0.9,57.9,1.25,15.2,33.2,71.2,52.2,16.8,44.7,48.9,90.74,50.0,99.4,105.0,-5.6,53.9,1.26,14.4,31.5,66.9,48.8,15.4,44.8,49.9,93.65,46.1
Denver Nuggets,89,Orlando Magic,102,0,107.1,106.6,0.5,56.1,1.38,16.3,37.8,67.7,52.6,16.9,49.9,53.0,93.59,49.9,97.4,103.3,-5.9,58.8,1.38,16.6,30.2,69.2,50.0,16.7,47.0,50.2,92.79,46.8
Houston Rockets,109,Atlanta Hawks,102,1,104.6,104.9,-0.3,59.0,1.31,16.0,32.8,69.6,51.2,16.9,48.6,53.2,95.86,49.3,102.3,99.4,2.9,62.8,1.55,18.1,26.0,67.4,46.8,16.0,50.8,53.4,93.38,52.1
Milwaukee Bucks,99,Boston Celtics,88,1,101.3,102.3,-1.0,59.0,1.65,17.3,30.1,70.4,49.5,14.6,47.8,51.0,95.43,49.8,103.0,102.8,0.3,63.2,1.61,18.3,23.6,69.0,47.4,15.3,50.5,55.2,93.17,51.2
Chicago Bulls,115,Cleveland Cavaliers,86,1,102.2,100.0,2.2,63.9,1.46,17.4,35.5,69.6,52.7,17.0,46.5,51.6,91.88,53.0,102.3,108.7,-6.5,53.9,1.19,14.6,35.9,72.9,52.2,17.2,46.8,50.7,93.7,41.7
Sacramento Kings,80,Minnesota Timberwolves,92,0,102.1,107.2,-5.1,49.7,1.31,14.7,31.0,65.7,48.0,15.1,47.8,51.3,91.74,44.4,100.5,100.6,-0.1,61.3,1.33,15.9,35.5,69.7,52.5,16.9,45.4,50.3,92.03,52.2
Utah Jazz,86,New Orleans Hornets,88,0,104.4,104.9,-0.5,61.5,1.43,16.7,34.9,66.3,50.3,16.6,47.4,52.0,91.71,49.2,103.7,110.2,-6.5,61.2,1.42,17.0,30.2,67.7,49.3,16.5,49.4,53.6,88.92,46.8
Miami Heat,84,New York Knicks,104,0,109.6,106.1,3.5,60.0,1.59,18.0,27.8,66.9,49.0,15.5,54.6,58.1,93.52,54.7,111.2,102.6,8.6,53.7,1.76,16.2,26.1,69.8,48.0,12.3,52.9,56.5,91.53,54.3
Portland Trail Blazers,92,Oklahoma City Thunder,106,0,102.0,107.4,-5.4,53.2,1.19,14.7,31.9,69.5,49.3,16.8,47.6,51.5,92.02,43.7,111.2,101.5,9.7,61.2,1.35,17.6,29.5,69.8,51.7,17.7,53.6,59.3,93.68,57.2
Detroit Pistons,89,Phoenix Suns,92,0,101.5,104.5,-3.0,60.5,1.35,16.8,31.1,68.3,49.8,17.1,48.4,52.4,92.53,48.7,104.3,108.5,-4.1,55.8,1.6,16.5,30.7,69.5,49.1,14.3,48.3,51.7,93.99,47.1
Memphis Grizzlies,104,Golden State Warriors,94,1,109.0,98.1,10.9,57.6,1.57,16.6,35.2,66.7,51.1,14.8,48.7,53.6,91.12,57.4,103.1,104.1,-1.0,58.2,1.34,16.5,31.3,70.9,51.9,16.9,49.4,53.4,94.22,49.3
Los Angeles Clippers,105,Los Angeles Lakers,95,1,106.5,102.8,3.7,58.2,1.36,16.9,30.6,67.0,49.3,17.0,51.5,55.7,92.6,54.1,106.6,99.2,7.3,58.8,1.25,16.0,33.8,69.3,52.4,17.7,51.2,55.0,94.82,55.4
