Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Washington Wizards,84,Cleveland Cavaliers,94,0,91.3,101.1,-9.8,81.3,2.0,18.7,33.9,54.5,42.5,14.1,40.0,42.5,92.5,42.5,101.1,91.3,9.8,61.1,1.05,16.3,45.5,66.1,57.5,22.6,50.0,53.0,92.5,57.5
Boston Celtics,107,Miami Heat,120,0,110.3,122.4,-12.1,61.5,1.5,18.8,17.9,87.2,52.6,16.5,56.0,61.3,97.5,44.0,122.4,110.3,12.1,58.1,3.13,19.5,12.8,82.1,47.4,8.2,59.5,64.5,97.5,56.0
Dallas Mavericks,99,Los Angeles Lakers,91,1,101.6,106.8,-5.2,58.3,1.5,16.3,27.5,61.3,44.7,14.7,47.1,51.0,95.25,44.2,107.1,115.6,-8.5,60.8,1.15,17.0,39.3,69.2,54.4,21.2,53.4,55.7,92.5,45.0
Denver Nuggets,75,Philadelphia 76ers,84,0,79.8,88.4,-8.6,57.6,0.86,14.1,37.3,70.2,53.4,23.4,39.8,40.4,94.5,39.4,88.4,79.8,8.6,60.0,1.13,14.0,29.8,62.7,46.6,16.8,39.4,44.6,94.5,60.6
Indiana Pacers,90,Toronto Raptors,88,1,98.9,96.7,2.2,59.5,1.16,17.5,31.8,63.8,50.0,20.9,50.6,52.9,91.0,54.4,96.7,98.9,-2.2,54.5,1.8,14.1,36.2,68.2,50.0,11.0,39.6,44.3,91.0,45.6
Houston Rockets,105,Detroit Pistons,96,1,108.2,100.0,8.2,71.8,1.4,20.0,34.9,74.5,55.6,20.6,55.7,58.9,96.5,54.1,100.0,108.2,-8.2,60.0,1.31,16.3,25.5,65.1,44.4,16.7,48.1,53.1,96.5,45.9
Sacramento Kings,87,Chicago Bulls,93,0,89.7,94.9,-5.2,41.2,0.67,11.0,31.4,68.8,49.5,21.6,44.0,47.8,97.5,37.5,94.9,89.7,5.2,63.6,1.17,15.7,31.3,68.6,50.5,18.4,43.0,49.7,97.5,62.5
San Antonio Spurs,99,New Orleans Hornets,95,1,103.1,97.9,5.2,57.9,1.38,17.1,23.9,74.5,49.5,16.7,51.3,54.1,96.5,49.0,97.9,103.1,-5.2,74.3,1.73,19.3,25.5,76.1,50.5,15.5,46.3,52.7,96.5,51.0
Dallas Mavericks,94,Utah Jazz,113,0,101.6,106.8,-5.2,58.3,1.5,16.3,27.5,61.3,44.7,14.7,47.1,51.0,95.25,44.2,110.8,94.0,16.8,63.2,1.71,16.1,42.1,78.2,59.8,13.7,46.1,52.6,101.0,65.8
Golden State Warriors,87,Phoenix Suns,85,1,93.5,91.4,2.2,57.6,1.06,14.3,38.6,68.0,52.3,19.4,41.3,45.3,93.0,49.0,91.4,93.5,-2.2,50.0,0.89,12.8,32.0,61.4,47.7,19.4,42.5,47.4,93.0,51.0
Memphis Grizzlies,92,Los Angeles Clippers,101,0,92.0,100.0,-8.0,72.7,1.14,16.4,40.0,72.5,53.7,21.0,39.5,46.4,100.5,42.8,100.0,92.0,8.0,65.8,1.14,18.5,27.5,60.0,46.3,21.8,54.7,58.2,100.5,57.2
Los Angeles Lakers,106,Portland Trail Blazers,116,0,107.1,115.6,-8.5,60.8,1.15,17.0,39.3,69.2,54.4,21.2,53.4,55.7,92.5,45.0,120.8,111.6,9.3,45.2,1.58,15.0,27.3,55.0,40.5,12.5,56.0,60.8,95.5,55.6
