Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Orlando Magic,87,Indiana Pacers,97,0,97.6,105.3,-7.8,45.8,1.03,13.4,35.3,68.3,50.7,17.9,47.9,49.2,98.14,41.2,103.2,95.2,8.1,56.3,0.92,14.6,29.8,61.6,48.0,21.0,51.4,57.0,93.0,62.8
Chicago Bulls,95,Miami Heat,107,0,94.7,98.9,-4.3,65.2,1.13,16.6,30.9,70.5,50.5,20.3,44.7,49.9,94.25,46.6,108.5,104.5,4.0,70.9,1.44,20.6,21.7,71.6,47.4,19.5,58.9,61.8,100.0,51.0
Los Angeles Clippers,103,Los Angeles Lakers,116,0,111.7,112.1,-0.4,65.1,1.54,18.6,35.1,62.2,48.7,17.1,54.5,57.2,102.75,53.6,103.4,112.3,-8.9,54.5,1.17,14.9,32.7,75.3,51.5,17.7,48.4,51.6,101.5,39.6
Brooklyn Nets,94,Cleveland Cavaliers,98,0,101.1,105.4,-4.3,72.7,1.6,18.3,30.8,57.4,44.3,16.1,45.7,50.8,93.0,47.5,105.4,101.1,4.3,60.0,1.5,15.6,42.6,69.2,55.7,15.1,44.6,49.5,93.0,52.5
Boston Celtics,87,Toronto Raptors,93,0,94.6,101.1,-6.5,46.9,0.68,12.9,24.4,54.7,41.5,23.9,50.8,55.2,92.0,48.4,101.1,94.6,6.5,39.5,0.83,11.5,45.3,75.6,58.5,19.6,47.1,48.4,92.0,51.6
Miami Heat,110,Philadelphia 76ers,114,0,108.5,104.5,4.0,70.9,1.44,20.6,21.7,71.6,47.4,19.5,58.9,61.8,100.0,51.0,111.8,108.9,2.9,55.8,1.33,17.6,27.0,79.5,55.6,17.6,58.8,62.9,101.5,56.7
Washington Wizards,102,Detroit Pistons,113,0,104.1,115.3,-11.2,67.6,1.35,17.2,29.2,63.4,44.9,17.3,50.0,55.4,98.0,41.3,115.3,104.1,11.2,61.5,1.26,17.5,36.6,70.8,55.1,19.4,55.8,61.1,98.0,58.7
Milwaukee Bucks,83,New York Knicks,90,0,88.3,95.7,-7.4,55.9,0.79,15.4,26.8,77.1,50.0,25.5,49.3,52.3,94.0,41.1,92.4,90.2,2.3,55.2,1.0,15.0,29.7,70.1,49.4,20.0,46.5,50.1,92.0,52.0
Indiana Pacers,95,New Orleans Pelicans,90,1,103.2,95.2,8.1,56.3,0.92,14.6,29.8,61.6,48.0,21.0,51.4,57.0,93.0,62.8,97.8,103.3,-5.4,50.0,1.13,13.3,38.5,72.1,53.7,16.3,42.9,47.8,92.0,40.5
Orlando Magic,115,Minnesota Timberwolves,120,0,97.6,105.3,-7.8,45.8,1.03,13.4,35.3,68.3,50.7,17.9,47.9,49.2,98.14,41.2,107.1,101.8,5.4,64.3,1.8,17.1,31.7,67.9,49.1,13.4,46.0,52.2,101.89,53.6
Charlotte Bobcats,83,Houston Rockets,96,0,90.2,105.5,-15.3,42.4,1.75,11.6,28.8,63.0,43.8,8.7,38.9,42.0,91.5,35.7,105.5,90.2,15.3,47.2,0.89,13.7,37.0,71.2,56.2,20.9,53.3,55.5,91.5,64.3
Memphis Grizzlies,94,San Antonio Spurs,101,0,98.9,106.3,-7.4,61.5,1.71,17.6,30.5,87.2,53.1,14.7,46.2,47.2,95.0,43.8,106.3,98.9,7.4,62.5,1.67,20.2,12.8,69.5,46.9,15.8,59.9,60.8,95.0,56.2
Atlanta Hawks,109,Dallas Mavericks,118,0,104.8,114.6,-9.8,73.0,1.59,19.4,18.2,80.0,45.6,16.3,53.9,59.6,103.5,46.7,114.6,104.8,9.8,70.5,1.55,22.0,20.0,81.8,54.4,19.4,64.3,67.4,103.5,53.3
Oklahoma City Thunder,101,Utah Jazz,98,1,100.0,97.0,3.0,27.3,0.64,7.4,23.5,75.0,48.5,13.9,44.4,52.9,101.0,53.3,97.0,100.0,-3.0,69.4,1.14,18.1,25.0,76.5,51.5,21.8,49.4,53.1,101.0,46.7
Portland Trail Blazers,91,Phoenix Suns,104,0,96.8,108.3,-11.5,57.6,1.36,15.2,23.1,66.7,42.6,14.9,45.7,49.7,95.0,41.0,108.3,96.8,11.5,41.9,1.2,14.3,33.3,76.9,57.4,15.6,54.2,57.2,95.0,59.0
Denver Nuggets,88,Sacramento Kings,90,0,94.6,97.8,-3.2,55.9,1.0,15.1,34.8,72.0,54.2,20.4,46.2,50.9,92.5,54.4,97.8,94.6,3.2,39.4,0.93,10.9,28.0,65.2,45.8,15.2,45.7,49.4,92.5,45.6
Los Angeles Lakers,94,Golden State Warriors,125,0,103.4,112.3,-8.9,54.5,1.17,14.9,32.7,75.3,51.5,17.7,48.4,51.6,101.5,39.6,113.2,104.3,8.9,69.8,1.5,20.5,26.5,67.9,49.7,18.9,61.4,64.3,105.75,57.2
