Team1,Team1Score,Team2,Team2Score,Team1Win,Team1OFFRTG,Team1DEFRTG,Team1NETRTG,Team1AST%,Team1AST/TO,"Team1AST
RATIO",Team1OREB%,Team1DREB%,Team1REB%,Team1TOV%,Team1EFG%,Team1TS%,Team1PACE,Team1PIE,Team2OFFRTG,Team2DEFRTG,Team2NETRTG,Team2AST%,Team2AST/TO,"Team2AST
RATIO",Team2OREB%,Team2DREB%,Team2REB%,Team2TOV%,Team2EFG%,Team2TS%,Team2PACE,Team2PIE
Brooklyn Nets,96,Indiana Pacers,97,0,102.5,103.1,-0.5,57.4,1.4,16.2,24.5,67.4,46.0,15.3,50.1,54.4,94.63,49.6,104.6,96.4,8.2,54.5,1.26,15.6,30.7,73.7,53.1,16.7,49.0,53.9,96.08,56.2
Oklahoma City Thunder,81,Washington Wizards,96,0,106.1,107.3,-1.1,57.1,1.31,16.7,28.2,71.3,50.1,17.3,51.8,55.9,94.86,48.8,107.9,104.0,3.9,57.6,1.91,17.6,27.4,70.6,48.1,12.6,51.3,54.3,93.49,52.0
Minnesota Timberwolves,113,Atlanta Hawks,120,0,107.1,106.1,1.0,60.2,1.63,16.7,32.7,71.3,51.6,14.2,48.6,53.4,98.0,51.4,102.7,109.9,-7.1,66.7,1.54,18.5,24.3,67.8,46.7,16.3,51.3,54.9,94.54,46.3
Philadelphia 76ers,96,Detroit Pistons,113,0,94.8,113.1,-18.3,54.9,1.13,14.6,28.7,65.1,45.4,17.4,44.9,48.9,101.68,36.4,108.5,109.0,-0.4,55.5,1.67,16.6,34.9,68.3,50.8,14.1,49.1,52.0,96.69,48.0
Cleveland Cavaliers,92,Houston Rockets,106,0,106.8,105.2,1.7,62.3,1.67,17.1,34.6,71.3,52.5,14.5,47.3,52.2,93.55,50.4,112.2,102.7,9.5,57.0,1.25,16.7,32.6,71.8,53.6,18.4,55.2,59.3,98.57,56.4
Milwaukee Bucks,90,Memphis Grizzlies,99,0,106.0,109.9,-3.9,59.3,1.46,16.6,34.1,69.8,51.3,16.0,49.3,53.2,93.64,46.2,102.0,102.7,-0.6,59.1,1.56,17.4,29.5,71.4,50.9,15.4,49.0,52.5,90.26,51.2
Chicago Bulls,79,New Orleans Pelicans,88,0,101.9,98.9,3.0,64.0,1.33,17.0,33.7,73.4,54.1,17.9,47.7,52.7,91.92,55.1,106.2,110.5,-4.2,53.8,1.48,16.3,30.3,69.2,49.6,15.0,50.5,53.8,90.31,46.0
Miami Heat,106,New York Knicks,91,1,113.7,102.6,11.1,57.2,1.67,18.2,23.6,64.7,45.7,14.6,56.5,59.8,92.3,57.0,105.3,112.2,-6.9,52.7,1.38,15.6,30.5,73.8,50.9,15.2,50.5,53.5,92.47,45.8
Sacramento Kings,93,San Antonio Spurs,95,0,104.9,104.9,0.0,49.4,1.14,13.7,31.5,71.2,51.5,16.0,47.0,53.2,95.55,49.1,105.6,104.3,1.3,59.4,1.48,17.6,24.4,70.0,48.5,15.8,51.8,56.4,96.0,52.5
Charlotte Bobcats,95,Phoenix Suns,105,0,104.9,101.2,3.8,64.9,2.15,18.4,27.0,74.9,51.1,11.8,48.5,52.4,93.0,53.3,107.0,106.4,0.6,46.9,1.11,13.8,30.9,72.2,51.2,16.4,51.1,55.3,97.24,49.4
Toronto Raptors,103,Portland Trail Blazers,106,0,110.7,106.8,3.9,62.4,1.82,17.9,33.0,66.8,49.9,13.8,49.9,54.5,90.8,51.8,109.9,104.7,5.2,54.9,1.49,15.9,31.0,69.1,50.5,14.6,50.0,55.2,95.96,52.6
Utah Jazz,87,Los Angeles Clippers,102,0,104.4,107.7,-3.3,55.0,1.5,15.9,28.5,69.9,49.4,14.4,49.3,53.0,90.96,47.3,115.9,107.7,8.1,66.0,1.97,19.2,31.2,67.3,50.1,13.8,53.8,58.2,97.32,56.5
Orlando Magic,89,Boston Celtics,96,0,104.2,106.9,-2.7,58.3,1.79,17.1,28.6,72.5,49.9,13.2,48.2,51.9,92.52,48.9,103.7,104.2,-0.5,59.3,1.56,16.8,33.6,73.7,52.4,15.2,47.5,51.4,95.73,48.9
Orlando Magic,79,Indiana Pacers,98,0,104.2,106.9,-2.7,58.3,1.79,17.1,28.6,72.5,49.9,13.2,48.2,51.9,92.52,48.9,104.6,96.4,8.2,54.5,1.26,15.6,30.7,73.7,53.1,16.7,49.0,53.9,96.08,56.2
Portland Trail Blazers,90,Washington Wizards,100,0,109.9,104.7,5.2,54.9,1.49,15.9,31.0,69.1,50.5,14.6,50.0,55.2,95.96,52.6,107.9,104.0,3.9,57.6,1.91,17.6,27.4,70.6,48.1,12.6,51.3,54.3,93.49,52.0
Philadelphia 76ers,102,Brooklyn Nets,108,0,94.8,113.1,-18.3,54.9,1.13,14.6,28.7,65.1,45.4,17.4,44.9,48.9,101.68,36.4,102.5,103.1,-0.5,57.4,1.4,16.2,24.5,67.4,46.0,15.3,50.1,54.4,94.63,49.6
Detroit Pistons,96,Miami Heat,102,0,108.5,109.0,-0.4,55.5,1.67,16.6,34.9,68.3,50.8,14.1,49.1,52.0,96.69,48.0,113.7,102.6,11.1,57.2,1.67,18.2,23.6,64.7,45.7,14.6,56.5,59.8,92.3,57.0
New York Knicks,98,Milwaukee Bucks,101,0,105.3,112.2,-6.9,52.7,1.38,15.6,30.5,73.8,50.9,15.2,50.5,53.5,92.47,45.8,106.0,109.9,-3.9,59.3,1.46,16.6,34.1,69.8,51.3,16.0,49.3,53.2,93.64,46.2
San Antonio Spurs,102,New Orleans Pelicans,95,1,105.6,104.3,1.3,59.4,1.48,17.6,24.4,70.0,48.5,15.8,51.8,56.4,96.0,52.5,106.2,110.5,-4.2,53.8,1.48,16.3,30.3,69.2,49.6,15.0,50.5,53.8,90.31,46.0
Memphis Grizzlies,77,Oklahoma City Thunder,86,0,102.0,102.7,-0.6,59.1,1.56,17.4,29.5,71.4,50.9,15.4,49.0,52.5,90.26,51.2,106.1,107.3,-1.1,57.1,1.31,16.7,28.2,71.3,50.1,17.3,51.8,55.9,94.86,48.8
Cleveland Cavaliers,107,Dallas Mavericks,124,0,106.8,105.2,1.7,62.3,1.67,17.1,34.6,71.3,52.5,14.5,47.3,52.2,93.55,50.4,112.1,106.4,5.6,64.3,1.97,19.2,29.7,72.5,51.2,13.6,53.2,57.3,93.46,54.8
Los Angeles Clippers,115,Denver Nuggets,116,0,115.9,107.7,8.1,66.0,1.97,19.2,31.2,67.3,50.1,13.8,53.8,58.2,97.32,56.5,97.5,111.4,-13.9,51.5,1.02,13.4,33.7,69.6,50.3,17.9,45.6,49.5,99.06,39.0
Toronto Raptors,94,Utah Jazz,79,1,110.7,106.8,3.9,62.4,1.82,17.9,33.0,66.8,49.9,13.8,49.9,54.5,90.8,51.8,104.4,107.7,-3.3,55.0,1.5,15.9,28.5,69.9,49.4,14.4,49.3,53.0,90.96,47.3
Chicago Bulls,70,Sacramento Kings,99,0,101.9,98.9,3.0,64.0,1.33,17.0,33.7,73.4,54.1,17.9,47.7,52.7,91.92,55.1,104.9,104.9,0.0,49.4,1.14,13.7,31.5,71.2,51.5,16.0,47.0,53.2,95.55,49.1
Indiana Pacers,89,Atlanta Hawks,85,1,104.6,96.4,8.2,54.5,1.26,15.6,30.7,73.7,53.1,16.7,49.0,53.9,96.08,56.2,102.7,109.9,-7.1,66.7,1.54,18.5,24.3,67.8,46.7,16.3,51.3,54.9,94.54,46.3
Los Angeles Lakers,99,Minnesota Timberwolves,109,0,103.3,107.4,-4.1,67.5,1.59,19.8,19.4,63.6,43.3,16.8,54.4,56.8,99.96,48.4,107.1,106.1,1.0,60.2,1.63,16.7,32.7,71.3,51.6,14.2,48.6,53.4,98.0,51.4
Chicago Bulls,101,Phoenix Suns,92,1,101.9,98.9,3.0,64.0,1.33,17.0,33.7,73.4,54.1,17.9,47.7,52.7,91.92,55.1,107.0,106.4,0.6,46.9,1.11,13.8,30.9,72.2,51.2,16.4,51.1,55.3,97.24,49.4
